Department,NRMSE 0-19 Training,NRMSE All Training,NRMSE 0-19 Validation,NRMSE All Validation,MAE (DengRate_all) Val,MAE (DengRate_019) Val
Rio Grande do Norte,1.117652586953256,1.0973479940048831,0.8599381592642549,0.8644766615430969,0.012000628938785328,0.012254593003376687
Paraíba,1.1566053083507997,1.1139288296701197,1.598782007547184,1.425338877777791,0.058611912289773284,0.058611955978261486
Pernambuco,1.1247304890745664,1.1719875020069637,1.1359320510238111,1.1001608145220707,0.007427994747268432,0.007883685576878338
Alagoas,1.2132968750197795,1.1789093572701308,1.0614640108756241,1.07723585145688,0.009340393470205648,0.011951558512944526
Sergipe,1.0813741241634867,1.0467000795187853,1.9384519007233025,1.8080990462664799,0.008491452822638511,0.008907799840737496
Bahia,1.1608416117710691,1.090996096525653,3.214366788982517,2.151418696423504,0.011295368672997358,0.01342544567440355
Minas Gerais,1.1602548079372155,1.1427846539021855,0.9840894802246114,0.9993661691926483,0.027079142067488376,0.031105737293307383
Paraná,1.0805584720051062,1.118819421219507,1.592205803748607,1.5224454431459946,0.01898808505370373,0.020897897859682085
Santa Catarina,0.9846884876132691,0.937969276680373,1.7081544251392096,1.6947555189383656,0.015486605812865019,0.018320327154062677
Rio Grande do Sul,1.087291827385009,1.082889564447836,1.1751868083741173,1.1434204148532572,0.022547361573132668,0.023825873703284154
Mato Grosso do Sul,1.206268526456569,1.174337435325713,1.2202763693324286,1.1629781508485262,0.06370289410765709,0.07630295169076748
Mato Grosso,1.3861511533220878,1.3381042083077692,1.0576138679180842,1.058387943355992,0.02477420713224383,0.03202004189770543
Goiás,1.1287859316395623,1.10452537015911,2.7523155771841106,2.7740267673079284,0.04811548693879656,0.057558363804346376
Distrito Federal,1.2346945576092414,1.3103725388929135,1.6826866037898152,1.7204161023879687,0.03729209671206514,0.04505910089495452
