Department,MAE (DengRate_all) Val,RMSE (DengRate_all) Val,MAPE (DengRate_all) Val,R2 (DengRate_all) Val,MSE (DengRate_all) Val,MAE (DengRate_019) Val,RMSE (DengRate_019) Val,MAPE (DengRate_019) Val,R2 (DengRate_019) Val,MSE (DengRate_019) Val,MAE (DengRate_all) Train,RMSE (DengRate_all) Train,MAPE (DengRate_all) Train,R2 (DengRate_all) Train,MSE (DengRate_all) Train,MAE (DengRate_019) Train,RMSE (DengRate_019) Train,MAPE (DengRate_019) Train,R2 (DengRate_019) Train,MSE (DengRate_019) Train
Rondônia,7.940496920832417,10.343092186096202,258.7737834708807,-15.16361855919224,106.97955597008432,10.90325671908687,12.060874744149936,495.4540373722739,-39.05084923376022,145.46469959407378,19.18823658528639,34.714343469361296,141.7651868725692,0.09141761445342422,1205.085642508787,15.743543155914267,25.61528487703705,243.43009415596347,0.1610440018747712,656.1428193317629
Acre,51.029138955543026,87.00767669488228,56.22698954080146,-0.3044356285591814,7570.33580384116,29.88831215045252,48.04193231514988,45.65647868531144,0.321108377372217,2308.027260573442,13.432921768578373,23.498066602014628,60.19113424284792,0.10109062430430094,552.1591340327153,10.908988453273379,16.934589223112493,130.03208234499814,0.23645423081209138,286.7803121555578
Amazonas,8.133893217290934,9.283050800437783,180.6719556545514,-0.2745161498420443,86.17503216350856,9.301392168192125,10.02990044098484,316.84283772839774,-1.9355470732310516,100.59890285606787,43.396386337380825,61.798515865022146,68.495474598795,0.85701573219964,3819.0565631193936,26.196872985162827,38.42384587469839,57.206565341213064,0.8295759043833051,1476.3919318025762
Roraima,17.395445021677013,29.16986107806387,408.2934601213683,0.33068415728454736,850.8807953135455,14.168713511983933,15.279886882618074,1371.1334662635927,0.20658855561478184,233.4749431456039,9.543098074329196,13.786561055160705,56.711027165726655,0.22582213976641918,190.06926572767387,4.174803742677679,5.4351862900500345,99.92308296252611,0.6376595044712402,29.54125000754786
Pará,1.960142932431103,2.679496262838214,45.559154858967794,0.5006344525875213,7.179700222563956,6.539005392292123,6.74346422758543,229.9663211625785,-7.552758029613136,45.474309788724355,11.633831720191074,21.622096442923112,42.35563109521293,0.6919797500080481,467.5150545870683,8.977404600763357,17.53845826693957,61.83873589377665,0.6485706720359017,307.59751838118103
Amapá,9.47430502738702,11.699244028065063,295.69053351884224,-6.043652023154285,136.87231082821606,11.49953970561125,12.848530201785705,532.7318930657999,-9.516982457902728,165.0847283461994,9.81915529739531,17.188693881990833,41.77371965208142,0.8036912430398582,295.45119736878905,7.744444554511998,12.112394838534037,65.69417137731163,0.8040157755371491,146.71010872454596
Tocantins,20.505275313464605,34.29416861661788,67.02890496685527,0.8376179274695941,1176.0900011050187,12.5715370473522,19.19560378021877,89.50191003499374,0.8293607792661198,368.47120448714924,34.5741516334388,94.31367296269327,332.4737015443492,-10.495637272039149,8895.068907713861,19.192763519182666,40.542862106797386,605.358984952303,-1.05101995292569,1643.7236678107872
Maranhão,5.287362509714768,6.888324511887119,125.0702649811812,0.09080344453030387,47.449014581064915,7.157589541618237,8.232290344253602,402.69122914711016,-4.29863178472785,67.7706043120911,5.9140833312855685,7.911978430464085,115.0836464636307,0.7626893183581315,62.59940268412893,5.605820523000584,6.863726968209229,500.5071252022204,0.7442906582767321,47.11074789412265
Piauí,11.139728964198847,17.342362767463886,105.27259777810596,0.45283505991465933,300.7575463583176,8.499454551222415,10.708218691638935,178.1221773573738,0.28209553793084974,114.66594754796546,78.20719278849641,117.60712948735635,49.8877937844849,0.850958383333465,13831.436906255802,52.7583082932566,80.22426671790794,47.86307641277812,0.7772197579383362,6435.932970426032
Ceará,19.956633532459765,25.56644628617828,429.5791646651008,-4.154610396889733,653.6431757040392,18.14745724652469,21.53873610280382,567.9969881298955,-6.5441083635448,463.91715290622477,33.19712633041052,52.53379654001426,102.13270144227316,0.9511939099231506,2759.7997789076144,24.348651072097777,34.71351034614794,100.00905896008993,0.9391492330904295,1205.0278005521202
Rio Grande do Norte,47.94584718487517,61.801068240501685,46.53738868386327,0.35996008640192045,3819.372035667146,17.70249404990273,25.052767268159922,38.1349931251004,0.651869217950004,627.6411477925852,66.42873372926515,140.49625617156556,99.93915593940208,0.8243405970805335,19739.197998226173,34.89797509733867,65.2429933858496,89.51833964680152,0.8464570602737012,4256.6481859460155
Paraíba,19.896182629485143,30.702935810268798,35.78584030940494,0.6013551017736045,942.6702673694862,8.345669636444095,10.555690071842266,60.08173080329413,0.7310659843709975,111.42259289278938,31.758560947727798,68.83047122117175,69.47989148774609,0.2995306133664074,4737.633768528552,19.5871091587999,35.92432231298504,81.51534091122228,0.4389229827170068,1290.5569336472347
Pernambuco,16.050658478426758,23.78422952125811,56.30798833032436,0.5681217171871116,565.6895739198858,17.15138286653959,19.61705327943542,171.6221957937347,-0.48734596234840843,384.82877936820796,1.65407230531502,2.1677588851493375,145.63643766437883,-0.5380096306133544,4.699178584143899,6.222747986044247,6.327837296137896,1093.9498131177625,-26.135130426808406,40.04152484639376
