Year,dep_id,t_fundc_ocup18m,t_medioc_ocup18m,PopTotal_Urban_UF,PopTotal_Rural_UF,total_precipitation_d,surface_pressure_d,area_km2,humidity_d,temperature_2m_d,min_temperature_2m_d,CNN_all,CNN_0-19,Month,cases20_99,cases0_19,RandEffects1,RandEffects2,RandEffects3,PCA0-Climatic,PCA1-Climatic,PCA2-Climatic,PCA3-Climatic,PCA0-Geo,PCA1-Geo,PCA2-Geo,PCA3-Geo,PCA4-Geo,PCA5-Geo,PCA0-Socio,PCA1-Socio,PCA2-Socio,PCA3-Socio,PCA4-Socio,PCA5-Socio,PCA6-Socio,PCA7-Socio,PCA8-Socio,PCA9-Socio,rate_total,rate_019
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.5613310140260319,0.8046562879787906,0.1493520686857376,0.9640325412567996,0.7141242141987281,0.8934196136855022,0.03738374042215254,0.054258743950449516,0.0,0.0015480115791266119,0.001277447866316807,0.0,0.0003882535648736529,2.6147457397471263e-05,2.0906356444914316,0.1008835995151538,0.49591938776140504,-0.014867678574875476,-1.2302822134651725,0.2573991528530913,-0.038993087367781176,0.7782762493663352,0.5381636911233918,0.12354359641628182,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,23.93739411383319,12.75257421050364
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.4577363093680536,0.8171982135740041,0.1493520686857376,0.9453824690614736,0.6994081534995971,0.8442330686841011,0.005629702146458404,0.034203708138461394,0.09090909090909091,0.001161008684344959,0.0012947106753210882,0.0176,0.0003882535648736529,0.017492648998908938,1.708070787937103,0.04347710020753226,0.21321754463832765,-0.13201117908411591,-1.2714813539985843,0.3022196567449292,-0.0350763099575796,0.8012229846528386,0.5622107437375761,0.07795747342799969,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,19.201118273128227,12.924906294429366
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.4190327456696352,0.8128100140063808,0.1493520686857376,0.9536109070775818,0.7209325891012774,0.8802695543513952,0.011102717527860847,0.02215704060953648,0.1818181818181818,0.000949447101864322,0.0010185057312525894,0.035199999999999995,0.0003882535648736529,0.0349591505404204,1.779900924313275,0.0457796762457956,0.25531625758020315,0.2333930080922913,-0.9174973903848984,-0.08287914418584824,-0.0687293516061378,0.6040641069786042,0.35559791426137727,0.46963449125526396,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,15.552905801233864,10.167592951617767
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.2619436436308547,0.817030301360381,0.1493520686857376,0.9561500206769822,0.7168437534978782,0.8621128842018173,0.026524788058913826,0.032496755341053764,0.2727272727272727,0.0004076430491700078,0.00032799337108134236,0.0528,0.0003882535648736529,0.05242565208193187,1.6046477955956413,0.41594630158501295,0.17122786216420005,0.11412534448032183,-0.5801950672588692,-0.4498300050693594,-0.10079647976763761,0.4161964228452749,0.1587217997094198,0.8428535678470814,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,6.2723653025552215,3.2743095945887726
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.10475082280269851,0.8379451235537907,0.1493520686857376,0.8985101981040107,0.6477585946316005,0.7464028626562786,0.02038580539552074,0.027652287823217266,0.36363636363636365,0.00022704169827190306,0.0002071537080513741,0.0704,0.0003882535648736529,0.06989215362344334,1.0382425865694247,1.4107084021888596,0.7536039881779211,-0.031102944671750343,-0.7202550641467271,-0.29745887415918737,-0.08748106044624715,0.49420580923545315,0.24047180882850266,0.6878796494302553,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,3.584208744317269,2.0679850071086983
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.04401569698182337,0.847696748412627,0.1493520686857376,0.8105672359083567,0.6786537074478929,0.6706587998272795,0.014834209423961929,0.025849157990683838,0.4545454545454545,0.00012900096492721766,0.00027620494406849883,0.088,0.0003882535648736529,0.0873586551649548,1.0162600856236712,0.5649989067813785,0.7160353960092203,0.1603466135386805,0.3401088885583471,-1.4510277606372866,-0.18828922107229562,-0.09638638795713339,-0.37843983424823224,1.861153677347254,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,2.6241528306608575,2.757313342811598
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.037814895472089945,0.8349501716951462,0.1493520686857376,0.6347882075243667,0.7315880647380162,0.7458054354057246,0.0025462096463329527,0.007804720632253609,0.5454545454545454,0.00013932104212139508,3.4525618008562354e-05,0.1056,0.0003882535648736529,0.10482515670646626,0.635244019476655,-0.11514240348634823,0.9578880957861207,0.7259885598889121,0.5339407416712281,-1.66189724029943,-0.20671669829198058,-0.20434515034603828,-0.4915753198375543,2.0756252071085255,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,1.8561080997357287,0.34466416785144977
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.07193635703629353,0.8379649200777344,0.1493520686857376,0.4823667017754107,0.7985003029931494,0.7492478510733562,0.004846576549055015,0.00925369229407341,0.6363636363636364,0.00011352084913595153,0.00017262809004281178,0.1232,0.0003882535648736529,0.12229165824797773,0.35320782486167684,-0.604852867502621,1.4412931552025756,1.668107570465068,0.40810516299219934,-1.5250008397703667,-0.19475358581952606,-0.13425835542297615,-0.41812779782488274,1.9363903567768355,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,2.048119282467011,1.7233208392572488
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.08830792385661614,0.8217832075471687,0.1493520686857376,0.6924889110915711,0.7932597914529467,0.7606974181176174,0.013841600135655873,0.017636591120514807,0.7272727272727273,0.00015480115791266118,0.00013810247203424942,0.1408,0.0003882535648736529,0.13975815978948922,1.199937127416117,-0.2717539549123193,0.9124308307001998,1.308787290182373,0.005510402027040784,-1.0870184008882078,-0.15647914502299953,0.0899753370276852,-0.18314189098848244,1.4909263483004438,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,2.4321416479295754,1.378656671405799
2004,11,0.2067510548523206,0.12853005068790724,0.02049727230043981,0.08963712382408462,0.23926595441195284,0.8081416315062597,0.1493520686857376,0.8331002930554339,0.7787051728012635,0.8956271466894421,0.02148009295251269,0.019803064053929932,0.8181818181818182,0.0004024830105729191,0.0005006214611241541,0.1584,0.0003882535648736529,0.1572246613310007,1.6432708996773124,-0.25300617312525525,0.5447981780033656,1.01836171987374,-0.5630850774674835,-0.4684439458968916,-0.10242311616431998,0.40666665107299005,0.14873506650541204,0.8617854700387257,-1.0021744290441545,-1.8821015129693477,-0.6545358178178008,-0.06167250073344806,0.21604013892150972,-1.3526492339166565,-0.8994248445792306,0.04229613582555863,0.1387294670356792,-0.2502192122151616,6.848398850749068,4.997630433846021
