Department,MAE (DengRate_all) Val,RMSE (DengRate_all) Val,MAPE (DengRate_all) Val,R2 (DengRate_all) Val,MSE (DengRate_all) Val,MAE (DengRate_019) Val,RMSE (DengRate_019) Val,MAPE (DengRate_019) Val,R2 (DengRate_019) Val,MSE (DengRate_019) Val,MAE (DengRate_all) Train,RMSE (DengRate_all) Train,MAPE (DengRate_all) Train,R2 (DengRate_all) Train,MSE (DengRate_all) Train,MAE (DengRate_019) Train,RMSE (DengRate_019) Train,MAPE (DengRate_019) Train,R2 (DengRate_019) Train,MSE (DengRate_019) Train
Rondônia,0.006123856880584432,0.006591404490457348,273.860851171095,-67.42574985525705,4.3446613156821286e-05,0.01069606941212091,0.01105392003124509,431.5883655352732,-211.67122342655543,0.00012218914805716145,0.0033522230546742158,0.005726561667140539,55.190849102387865,0.04856095214047107,3.279350852756343e-05,0.005609109649822045,0.007224118395102492,165.18532035293575,0.16757287078947491,5.2187886586458213e-05
Acre,0.0037456406688789294,0.004009322258104527,91.70522797158083,-0.9022791709192863,1.6074664969332384e-05,0.006862500804228332,0.007185228580258838,125.34980705417568,-3.2909763270519283,5.1627509750568435e-05,0.019867560639331608,0.025574195589733898,73.21151675448496,-1.298476208077898,0.0006540394800619648,0.012221222818596878,0.020087864745473052,46.2880566982655,-0.35391901924242397,0.0004035223100324191
Amazonas,0.002852658541800341,0.003395010422164065,76.23981620955053,0.3760271878169914,1.1526095766602623e-05,0.003202874137471364,0.003618736919804325,225.02099142128768,-0.0942296235689235,1.3095256894754895e-05,0.011415151255035276,0.016818460002221973,53.907871475322736,0.7135547662410177,0.0002828605968463404,0.011381835433246727,0.017350015824902514,56.897080603434716,0.7232937856945427,0.0003010230491243677
Roraima,0.012658449893226315,0.01683080913368985,41.40436417687676,0.5104742411695911,0.00028327613609469763,0.011250941518797946,0.014818026294792407,52.39893462966523,0.6205284531654209,0.0002195739032731592,0.012212298247838593,0.014662630040451256,66.49670751581922,0.6801110561845078,0.00021499271970314363,0.01703110001674081,0.022523555813079868,66.38035275454529,0.6036142941242227,0.0005073105664649239
Pará,0.00864422505202575,0.010337248720480804,255.72226209399506,-63.673604719022876,0.00010685871110908203,0.013622737477593464,0.01492754846925238,380.62170894156304,-135.9559740897975,0.00022283170330187908,0.1178836655995,0.15465207769819803,49.97942138844487,0.5478209298360652,0.023917265136369478,0.07745973259837356,0.10273841355085057,47.08962186838118,0.6055481191218419,0.010555181618945598
Amapá,0.012911685402215215,0.016750028246578588,45.276370036263934,0.4856773909101282,0.0002805634462611806,0.004998260990635192,0.008224959311393196,27.26221013232134,0.811406369474035,6.764995567407364e-05,0.021277481731650966,0.02907684514282457,61.94040444910451,-0.6957432006543318,0.0008454629234598008,0.009138993388467017,0.011037200537025943,121.71263499894003,0.0801863068799421,0.00012181979569452576
Tocantins,0.008031818133512185,0.010560639825286603,160.6344678989476,-0.6780521940380584,0.00011152711351942946,0.011985412915387596,0.013607336024448096,324.0849853532804,-1.140849907682615,0.00018515959368224291,0.006548717652066421,0.009026543844379401,49.44688864306549,0.011250332536970054,8.147849377450366e-05,0.003086170953814263,0.004258329328787779,25.427106602164407,0.6249007770119767,1.813336867241418e-05
Maranhão,0.001979692576032877,0.002510798750321633,948.7657829194167,-593.0220587900229,6.304110364616673e-06,0.006400474081182572,0.006673167034487374,4634.291727985534,-4426.711401052601,4.453115827016901e-05,0.006801312879285284,0.008311655696140027,56.26142056827893,-1.2023092819516252,6.908362041117694e-05,0.0068273571588550585,0.007390801758378324,61.87166941450393,-0.45231913024909987,5.462395063164813e-05
Piauí,0.03403468234957739,0.04878374033396552,72.93329814016067,0.7365572562681699,0.0023798533209717742,0.023446604425942798,0.032037792360117126,61.434297771548515,0.8121144242231297,0.0010264201393099795,0.012642820031100564,0.01509057053197314,47.627383353551124,-1.4496701605223548,0.0002277253189804561,0.010896505184921471,0.012695316707553434,37.27120928018742,-1.7969714756256705,0.00016117106630508538
Ceará,0.0243726194162305,0.03691601676621972,59.91324418168875,0.548944049513598,0.0013627922938838155,0.021787444660474713,0.034976416103899156,36.585128799138786,0.5843940311405253,0.0012233496834730964,0.0026795335552252325,0.0029161102265452183,86.15518945139539,-5.412355628944186,8.503698853361606e-06,0.0013636394134728116,0.0015977380944454111,43.70836559573032,-1.30435446323423,2.5527670184420533e-06
