Department,MAE (DengRate_all) Val,RMSE (DengRate_all) Val,MAPE (DengRate_all) Val,R2 (DengRate_all) Val,MSE (DengRate_all) Val,MAE (DengRate_all) Train,RMSE (DengRate_all) Train,MAPE (DengRate_all) Train,R2 (DengRate_all) Train,MSE (DengRate_all) Train,MAE (DengRate_019) Val,RMSE (DengRate_019) Val,MAPE (DengRate_019) Val,R2 (DengRate_019) Val,MSE (DengRate_019) Val,MAE (DengRate_019) Train,RMSE (DengRate_019) Train,MAPE (DengRate_019) Train,R2 (DengRate_019) Train,MSE (DengRate_019) Train
Rondônia,52.94101372382931,63.785573859998266,1.0,-2.214128260477878,4068.599432649294,38.252406414425536,91.70755700847518,1.0,-0.21062910618040354,8410.276012462724,29.55522993286259,35.3844842629184,1.0,-2.307519118131867,1252.0617265527198,25.055839132901195,55.532661640946564,1.0,-0.25560841179493954,3083.876508927858
