Department,NRMSE 0-19 Training,NRMSE All Training,NRMSE 0-19 Validation,NRMSE All Validation,MAE (DengRate_all) Val,MAE (DengRate_019) Val
Rondônia,0.1886059055483477,0.1894177468912839,1.1347581869113192,1.2162078150937365,11.55604310049418,8.43485588384001
Acre,0.18804629292699593,0.174602335524999,0.34287358093649545,0.26515100678041664,38.93718038220481,33.71198578468185
Amazonas,0.07921340873134865,0.0817404260567712,0.3283050419830969,0.30613594355070556,9.532314657640717,7.3665800819120735
Roraima,0.25168088057076676,0.2974487718168401,0.19787675179885403,0.19925509887999385,16.148179591793205,13.939643543148549
Pará,0.07950170904784468,0.10731553583582339,0.6852345490335435,0.9354528574793278,8.855332221410832,6.234905359079497
Amapá,0.0836059890194691,0.08736347795824412,0.754002354109782,0.637037549668944,11.648566746133616,9.13252297063294
Tocantins,0.5129758857842281,0.23029074684200768,0.0902207340051693,0.10775539397866953,16.049855792822058,12.234631104473811
Maranhão,0.9042156810008257,0.8443869548804013,0.2887991404522976,0.5120479403310928,8.562595293556582,5.104900255144648
Piauí,0.08302887092173669,0.10643359768237796,0.1084112594336966,0.1484180223516368,9.67136478367449,6.868074335284571
Ceará,0.07599989646416311,0.05310858637437587,0.4559878731193242,0.42713507183335103,14.07526212442528,11.72607527475923
Rio Grande do Norte,0.33180903923252153,0.19141466132907511,0.14440457943414348,0.10468750850959523,16.382824490627996,17.389175122836463
Paraíba,0.051024948793037574,0.06076270234447976,0.07728468038395205,0.14660314757715087,11.479840184428056,8.578522062536406
Pernambuco,0.12583598772462717,0.14608197886877747,0.11551917902677358,0.20022122760926328,14.784493798243973,9.21398372483042
Alagoas,1.6802258558065997,1.9088627826377327,0.0844965941842076,0.08287950690182853,10.440513655278604,9.051094516453347
Sergipe,0.21481212968171393,0.1956803585104997,0.1747412117659179,0.16134177292613794,12.115180959870264,14.943116162459967
Bahia,0.1900545003678285,0.21591511766028,0.10194401618048936,0.11249358831480777,9.308942687564667,8.030294930566638
Minas Gerais,0.030037423694664903,0.021168467996192333,0.07320642694246343,0.06596855034526089,29.867247170617418,25.746765510469142
Espírito Santo,0.16447384478408003,0.1745966128956723,0.07884670917037989,0.045114760891945126,12.4177080403581,14.583108236635411
Rio de Janeiro,0.23681575584595863,0.22706026184256914,0.1591982867300841,0.15341108362165715,7.764973909031365,5.560444936224883
São Paulo,0.15066678946884793,0.15414895846414475,0.11454094880164414,0.07529670997703634,13.723485393326747,12.677832008351764
Paraná,0.2962893190744725,0.2929873356095864,0.09396268051321306,0.11523033745969001,10.57255180967041,6.618500944792316
Santa Catarina,0.1481149731813293,0.18972612552288992,0.6681004945514681,0.633570143117258,6.2178070123257285,4.471203428157277
Rio Grande do Sul,0.07879783170773565,0.0719307406827708,0.9566637033769124,1.0162227523101535,5.031475808076599,3.3379083629617483
Mato Grosso do Sul,0.207109825326979,0.24533732554520743,0.08992000993732843,0.08516410568728776,39.51331295475555,33.8109308700808
Mato Grosso,0.21762811731278134,0.20565019319787056,0.1804090499597896,0.23184249017281175,11.533193517919285,9.400329957625026
Goiás,0.515286129338673,1.3946766959026644,0.15312928425263203,0.09966899179096861,28.39978647292241,29.95813322537664
Distrito Federal,0.3126543173367976,0.30774847471530326,0.10988742210184764,0.0714464705734144,18.792598779815947,20.335583444671155
