Department,NRMSE 0-19 Training,NRMSE All Training,NRMSE 0-19 Validation,NRMSE All Validation,MAE (DengRate_all) Val,MAE (DengRate_019) Val
Rondônia,0.20366607931771097,0.22082396613759894,0.7777941392618416,0.8774715024757699,6.850979004147356,4.6107319332859085
Acre,0.18456467396005607,0.18979285168019042,0.2886236713785644,0.25154558744006544,43.16861855911264,31.73328063680781
Amazonas,0.10693332772841414,0.1158596691927829,0.23588773935814053,0.22157486568288337,6.398310958814881,4.730884346298568
Roraima,0.20602451476550554,0.24630937908373157,0.19191302486318154,0.16592722558835657,10.092667725351172,9.99509364059787
Pará,0.1208818718634065,0.158339683886948,0.2873704491506204,0.47660186177293973,4.228207872134607,2.214923865526971
Amapá,0.1346397281104496,0.13950653936659949,0.3491656537773688,0.29525782092861125,4.923197529441095,3.7606185980026705
Tocantins,0.4292950356406092,0.1748690099775574,0.16082792499640564,0.14948634543178033,16.2082526174238,17.185084170260453
Maranhão,0.9580755476184779,0.898643133401152,0.15286090124436683,0.24934306749480242,3.5507939315189234,2.3046084730144525
Piauí,0.12142394343109932,0.1505577840575063,0.11036056627654423,0.08073972299177704,3.807480402170034,4.23830476074985
Ceará,0.12507304462947608,0.1579114629617892,0.1926551945185607,0.19511314887756506,6.321142922525552,4.874814235645473
Rio Grande do Norte,0.350310333024814,0.20960730236493086,0.26673773582432214,0.17911509793808728,23.57745717669765,31.668154457421352
Paraíba,0.16730734674645356,0.17550314325830713,0.15901509558406185,0.09904444684868015,7.085100437680403,13.674504217921195
Pernambuco,0.14082718533394661,0.14076389044192952,0.1627172922333007,0.11833483171916581,7.4378941394623626,11.00812394978398
Alagoas,1.2276585156441688,1.481663372180662,0.1552657390517027,0.11917057855102837,9.132061152140562,11.901427157253309
Sergipe,0.2024023734674337,0.1362398212728608,0.20209948085516655,0.13740498160383646,8.264361645226435,13.904755856116898
Bahia,0.1771598959254329,0.18330128383830552,0.1375251444685309,0.10590599405771478,6.871021925474736,8.334851028106248
Minas Gerais,0.10968664976589605,0.09862413094635286,0.08064088020727449,0.08489942132212612,31.935215694135465,25.159989213979696
Espírito Santo,0.18603301547304066,0.188080058441641,0.11165348060161949,0.12831533845100013,30.935905967405603,23.17459194293585
Rio de Janeiro,0.1700908075375709,0.1593731705041847,0.13350860356371805,0.14100577929524793,5.7992444733176525,3.9834232419318867
São Paulo,0.15690190183038247,0.1634848658824554,0.06814234783121846,0.07473767131290075,12.272443212898096,8.692322277169415
Paraná,0.27053760289730555,0.27664891123325797,0.11920171838908823,0.1360875790998627,10.11501438138603,6.704780121636989
Santa Catarina,0.19291220102683274,0.2358296408884052,0.19642348024835982,0.24317715923778904,2.041445935475925,1.063657787284986
Rio Grande do Sul,0.10517080358841858,0.11534608607719912,0.5225703376822849,0.6745130963566002,3.3214014479046448,1.7707741243656707
Mato Grosso do Sul,0.2254705208384502,0.2653579195424318,0.10391658219135881,0.09819146783149234,42.42693664531421,36.25226556179057
Mato Grosso,0.21242756017197278,0.18384429023765397,0.1470168594976404,0.12295150568032721,5.380462412600885,6.157393500637255
Goiás,0.23498960515504955,0.7621743956422505,0.1032420432267932,0.14455522406383037,42.5473257997284,19.5948744424837
Distrito Federal,0.18591302621816544,0.18883922218470153,0.08956879498517009,0.10187658556808686,23.328853827001115,17.297179204063823
