Department,NRMSE 0-19 Training,NRMSE All Training,NRMSE 0-19 Validation,NRMSE All Validation,MAE (DengRate_all) Val,MAE (DengRate_019) Val
Rio Grande do Norte,679.6335169173439,854.6745142797421,458.44490281147824,613.7298191137462,13.235881916054419,9.570964750811463
Paraíba,620.9935335707446,743.4684083067009,1060.9677322157322,1088.7518409263184,38.466736708789135,31.360352934031695
Pernambuco,587.836568052278,845.9854998896201,1195.6394835894255,1661.1449635738472,11.894892421826244,8.406142177829944
Alagoas,637.0881585890882,727.3415205381058,297.77943855412474,637.5530830798155,8.501618210805914,5.563936448965578
Sergipe,1075.1054376409522,1525.5126609735712,2093.1560815603284,2804.0298299504175,14.121515852795852,10.229214490719789
Bahia,1028.169201245502,1088.3274841886218,3843.8895883675636,3937.509843210818,20.281878334364297,16.10930987988289
Minas Gerais,700.9900398190176,929.039716653152,351.64567192165663,520.7486891187557,16.63830364368512,12.914878700675162
Paraná,902.3079243590184,1316.919017774232,1460.1447639554408,1845.424378442445,23.891458703804236,19.02868489537336
Santa Catarina,1106.297566825564,1520.0874043111041,2135.1577326432657,3057.2516144571214,30.759135234990453,25.0936631812538
Rio Grande do Sul,852.5475388406592,1287.6733354290047,564.0203706325318,699.6065207335399,16.626327792130933,12.703062905961481
Mato Grosso do Sul,611.4672767719261,791.5918272993879,214.3636076850749,263.8044827294943,15.604922017582929,12.072179289589336
Mato Grosso,1022.2082682631935,1311.5685280763262,327.88003070382234,467.97399212302304,16.577975405868575,12.990626598045765
Goiás,756.6053830700891,1004.8795251887863,2333.7331164298653,3208.966672946058,48.857401548481846,39.612791967021515
Distrito Federal,578.5892913409062,959.7990425816703,1264.0558243462335,1830.7871996718811,32.51992601644218,26.877712459875436
