Department,MAE (DengRate_all) Val,RMSE (DengRate_all) Val,MAPE (DengRate_all) Val,R2 (DengRate_all) Val,MSE (DengRate_all) Val,MAE (DengRate_all) Train,RMSE (DengRate_all) Train,MAPE (DengRate_all) Train,R2 (DengRate_all) Train,MSE (DengRate_all) Train,MAE (DengRate_019) Val,RMSE (DengRate_019) Val,MAPE (DengRate_019) Val,R2 (DengRate_019) Val,MSE (DengRate_019) Val,MAE (DengRate_019) Train,RMSE (DengRate_019) Train,MAPE (DengRate_019) Train,R2 (DengRate_019) Train,MSE (DengRate_019) Train
Rondônia,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,3.6427256941021326,5.9417596535026105,1.6609607403747038,-8.538910195509718,35.30450777999146,4.800079752386905,9.17497258955129,0.7451901390117718,0.886502381530143,84.18012201901752
Acre,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,37.94244262861346,79.53869845782866,0.46471772229771763,-0.9493744309215497,6326.404552365394,6.0061464684056824,8.59829779903801,0.7637660856609512,0.7847677172524504,73.93072504094188
Amazonas,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,2.9209999444671157,4.83056841477805,0.7053478729906976,0.38284939284521413,23.334391209851322,10.698342974627517,17.437250077017314,0.20318049471208832,0.9796427573009863,304.05769024844034
Roraima,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,9.884268091861609,17.462217398217067,1631484082016326.2,0.5710645290206627,304.9290364625948,5.655101974440741,7.135206384953851,0.6146988659795067,0.6291718226513405,50.911170155886204
Pará,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,1.5573884364030686,2.0879479683912487,0.4830969404322887,0.4577714192540363,4.3595267187091435,4.278316437966528,6.193006060772183,0.363765905242819,0.9548125872678972,38.35332406876099
Amapá,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,2.4963793748735674,3.3016777234240218,0.9503048466001663,-0.0031882783753716115,10.901075789354431,3.710157306693761,5.38099053637145,0.2902211910660382,0.9655959815161201,28.9550591525191
Tocantins,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,8.465321615572584,14.839783512441663,0.3839641167680963,0.9456269806369066,220.2191746961354,5.811988390382488,12.728109737648476,448903857749738.7,0.636933087781183,162.00477749362196
Maranhão,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,2.9472972543440243,3.857776337928216,0.8984013444376472,0.49004075282002235,14.882438273478838,3.0471063062008805,3.911511554950807,1379927770746360.2,-0.9302464774494321,15.29992264451368
Piauí,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,3.2266557508881832,4.506732201685206,0.5225341520923722,0.9339221307180097,20.310635137706385,10.202262742309399,15.784713770442778,0.26640669572322845,0.9877730770828331,249.15718881480583
Ceará,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,5.042220504294286,6.301940591642138,1.238128849669585,0.4399400455846124,39.71445522058686,13.515989163054991,17.04979353848611,0.24991788187815359,0.9952580049713381,290.6954597050027
Rio Grande do Norte,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,18.678557103290782,25.319365199197346,0.2867023443941776,0.807889316588212,641.0702540903256,7.21114886413908,9.26659776115229,0.7775459456266248,0.6928406649196132,85.86983406699265
Paraíba,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,5.550857847414403,7.614215308521638,0.18964476863811972,0.9561562689650906,57.97627476452527,11.739102683760164,18.16118450702675,0.37082980287474304,0.9946581457783391,329.8286226982685
Pernambuco,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,8.21137276854457,11.65461279514245,0.39246418033379776,0.8145573232753226,135.82999940469813,3.5829932567427036,5.354878354276497,0.31016176461055683,0.8623506573371361,28.67472218909897
Alagoas,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,6.553192319012573,10.185052953142609,0.46966436989376864,0.9516326044761445,103.73530365831898,2.3504790347494646,3.587190227966912,368849113445781.94,-6.5314174065538735,12.867933731621306
Sergipe,23.328853827001115,45.627563127363594,0.39718028386997,0.8419322570158793,2081.8745169415497,3.3750021431516113,4.149901433979446,0.6467704496877644,0.5292381733277126,17.221681911744664,12.419544222531188,26.111258182476966,2.368681261361894,0.45758188298316516,681.7978038719702,6.441173010659921,10.174574012038956,0.568154496410289,0.7768414602046358,103.52195632645851
