Department,MAE (DengRate_all) Val,RMSE (DengRate_all) Val,MAPE (DengRate_all) Val,R2 (DengRate_all) Val,MSE (DengRate_all) Val,MAE (DengRate_all) Train,RMSE (DengRate_all) Train,MAPE (DengRate_all) Train,R2 (DengRate_all) Train,MSE (DengRate_all) Train,MAE (DengRate_019) Val,RMSE (DengRate_019) Val,MAPE (DengRate_019) Val,R2 (DengRate_019) Val,MSE (DengRate_019) Val,MAE (DengRate_019) Train,RMSE (DengRate_019) Train,MAPE (DengRate_019) Train,R2 (DengRate_019) Train,MSE (DengRate_019) Train
Rondônia,6.850979004147356,9.041992967180725,2.3126562922300216,-11.464250969868951,81.75763681854569,15.037368103061034,27.532168979828132,0.9207291675117667,0.5068077166555847,758.0203287338105,4.6107319332859085,6.433866474442012,2.0065142065557744,-10.184399882161106,41.394637810948886,9.74250292252744,17.75968913614436,1.1077886301396702,0.5747464799492219,315.40655821248396
Acre,43.16861855911264,70.26250222063857,0.4293963134572201,0.35543760703664073,4936.81921830524,11.321486347447001,17.358706014301774,0.7026259674269036,0.5813377192536571,301.3246744909565,31.73328063680781,52.87957632755851,0.4441360984290594,0.13838303998180823,2796.2495925820863,8.012501242432952,11.418502942856431,0.8569643014143914,0.6204222188359724,130.38220945602097
Amazonas,6.398310958814881,7.205666006561666,1.4821557683067985,0.17715036611813195,51.92162259811834,42.81157672476302,73.09409759117241,0.45227232344853063,0.7665061749575821,5342.747102667838,4.730884346298568,5.490786124260454,1.4227444656796884,0.20262293310595525,30.148732262371137,32.59355226849785,54.06787877388603,0.421121662296219,0.80427710766642,2923.3355151076357
Roraima,10.092667725351172,16.280411231168056,896159511303514.1,0.5300944716161993,265.051789855943,6.828599317616241,10.530831890236984,0.7433164028938745,0.26654403144305294,110.89842030043225,9.99509364059787,21.457794251759722,1105361462711639.4,0.35231575353597133,460.43693415085255,6.2375326183655675,9.018177028208767,0.6568884801690299,0.40762440202282335,81.3275169121123
Pará,4.228207872134607,4.5578950700289695,1.1643405762801284,-1.1618719571955634,20.774407469394387,10.709537742784313,23.238018671984857,0.40172424190804196,0.6950832090993949,540.0055117995169,2.214923865526971,2.6710198235403113,0.8447295305070943,0.11264523822914907,7.134346897745316,7.05547089117028,12.978226904640433,0.4454045141001454,0.8015527013000554,168.43437358833282
Amapá,4.923197529441095,5.909337054040307,1.6662670970173081,-0.22243000755983622,34.92026441825377,9.550308064313219,20.55441652102056,0.3345793360231557,0.7180563550060368,422.48403851960296,3.7606185980026705,4.613992456754366,1.3975372644752595,-0.9591462188979254,21.288926390986195,6.938780964274282,14.385701853169406,0.3189649361108689,0.7541066259273594,206.94841780828168
Tocantins,16.2082526174238,30.816914092821737,0.44830224433285765,0.7905828108396942,949.6821942043549,15.15431719734295,34.708766237933624,1643325712323927.0,0.2658151932214198,1204.698453759521,17.185084170260453,31.669234110788594,0.4747995786245105,0.7523698956946637,1002.9403891639358,15.735781261235156,43.56335702940978,1222721175639384.0,-3.2530601866659037,1897.7660756718262
Maranhão,3.5507939315189234,4.239916284145225,1.4942735149329958,0.22538672122370873,17.97689009655985,10.594883027147239,12.372959294823723,9.323677167345773,-6.917952025878748,153.09012171136473,2.3046084730144525,2.943174785318709,0.858944439553734,0.7031797751675926,8.662277816935829,8.303936336187652,9.75176599069429,4143574306958000.5,-10.997481137327306,95.09693993726178
Piauí,3.807480402170034,5.574488628679691,0.5526110705224744,0.896756636329224,31.07492347127918,52.068712474137975,125.11607813612245,0.3371430298229656,0.6605484645169746,15654.033008164299,4.23830476074985,7.6537448871182745,0.6473924472459043,0.8094186097987826,58.579810797089124,27.860851417420005,66.47713064874058,0.292875684193872,0.7831355907349093,4419.208899289725
Ceará,6.321142922525552,7.439911651313305,1.4439090738911997,0.5119249339090955,55.35228537934747,118.30590483874528,181.94414968026328,0.5596204475724296,0.7193407384360334,33103.67360287405,4.874814235645473,5.8715226307767665,1.352566689807183,0.5138308585626169,34.47477800372372,64.85139226021538,99.76123517928805,0.4851121968618988,0.8376521726530223,9952.30404449722
