,Date,Year,Month,CD_UF,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d,PopTotal_Urban_UF,PopTotal_Rural_UF,cases0_19,cases20_99,Forest_Cover_Percent,Urban_Cover_Percent,ivs,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_e_trabalho,t_sem_agua_esgoto,t_sem_lixo,t_vulner_mais1h,t_analf_15m,t_cdom_fundin,t_p15a24_nada,t_vulner,t_desocup18m,t_p18m_fundin_informal,idhm,idhm_long,idhm_educ,idhm_renda,idhm_educ_sub_esc,t_pop18m_fundc,idhm_educ_sub_freq,renda_per_capita,pea10a14,pea15a17,pea18m,t_eletrica,t_densidadem2,rdpc_def_vulner,t_analf_18m,t_formal_18m,t_fundc_ocup18m,t_medioc_ocup18m,CNN_all,CNN_0-19,rate_total,rate_019
513,2005-10-01,2005,10,13,1559167.8779999998,0.3336017267000157,297.05853875867166,83.97600955813195,306.994673325312,296.0431948856772,100130.92290899371,300.0028713436425,1.944454966536627,-0.3046796835124162,0.0115982182045087,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,0,3,99.62193259824114,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,59.82509231567383,30.3885498046875,0.08610829265912454,0.0
514,2005-11-01,2005,11,13,1559167.8779999998,0.2644636719297742,297.1626026787557,87.29428137803143,305.56235365413534,296.1471612079143,100010.49775651858,299.4454001138382,2.662746964229523,-0.2049160009843943,-0.0886302338448151,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,2,13,99.62193259824114,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,40.52382278442383,10.94270133972168,0.43054146329562265,0.13150912640459966
515,2005-12-01,2005,12,13,1559167.8779999998,0.187374344772377,296.68844575506847,89.56711760731194,304.36256086981416,295.56433356362965,100069.58938923432,298.5303568963372,3.700026548301119,-0.4062077413636046,-0.3909610731882016,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,5,12,99.62193259824114,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,47.20956039428711,31.77224540710449,0.487946991735039,0.32877281601149916
516,2006-01-01,2006,1,13,1559167.8779999998,0.2007165862542414,296.575294671298,88.9462807744173,304.4826135799249,295.40082418818866,100119.15937781624,298.53272728199386,3.793765136594333,-0.4801006454687465,-0.3888149695998403,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,28,46,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,28.20651626586914,7.41627025604248,2.124004552258405,1.8411277696643953
517,2006-02-01,2006,2,13,1559167.8779999998,0.1492290156191159,296.5770357544861,89.39103787347763,304.66203771457106,295.5878341708034,100177.6940385787,298.4504225250749,4.054893001201506,-0.7156453665667701,-0.3187451046592032,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,35,47,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,2.353626666016071,2.301409712080494
518,2006-03-01,2006,3,13,1559167.8779999998,0.1782123134626916,296.5309983497571,88.3645809878391,304.60665778315223,295.3173794717364,100220.68104410378,298.59836263489734,3.8626952058170994,-0.875111880195208,-0.2006961295556199,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,62,64,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,3.6165482916832308,4.076782918542589
519,2006-04-01,2006,4,13,1559167.8779999998,0.1940411080891498,296.5367958776634,89.15714083115421,304.4007948358229,295.3996687856674,100199.87648030104,298.45373627360533,3.7369844858425223,-0.6598631746786623,0.0453302487027883,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,42,33,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,11.52332592010498,0.0,2.1527073164781134,2.761691654496593
520,2006-05-01,2006,5,13,1559167.8779999998,0.1605588688360196,296.07473020623206,90.24364137297222,303.1367469122409,294.8769587963444,100426.76065755376,297.7870056059663,5.698293182152409,-0.5585152277476692,0.245862258849083,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,21,41,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,22.56023406982422,0.0,1.779571381621907,1.3808458272482964
521,2006-06-01,2006,6,13,1559167.8779999998,0.3902604084945149,296.1144352598416,86.24585596847875,303.9608401007435,294.8444666340796,100420.12135432476,298.5913876099878,1.5579260571947138,-0.7418562017290363,-0.2645068517286132,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,20,18,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,32.214141845703125,15.54832649230957,1.0907050403489107,1.3150912640459966
522,2006-07-01,2006,7,13,1559167.8779999998,0.4210007562190832,296.200482419856,85.88598599308408,304.1445603076014,294.97227987205883,100464.03231670448,298.7677679740913,1.2865182774302752,-0.3396226354331728,-0.4532856761908176,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,22,14,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,1.0332995119094943,1.4466003904505962
523,2006-08-01,2006,8,13,1559167.8779999998,0.5556439499040725,296.45002173092905,84.05427109702697,305.6192940901325,294.80289590773424,100332.97895329622,299.37811515593273,1.0037325076041066,-0.1903512032256386,-0.4684043512985228,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,19,19,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,8.1846342086792,2.7287912368774414,1.0907050403489107,1.2493367008436969
524,2006-09-01,2006,9,13,1559167.8779999998,0.5016711444748648,296.6463834225874,82.83658933273897,306.10574104202146,295.3767243371616,100280.67926203414,299.8156220085634,1.3069533060454863,-0.1560276997152435,-0.2148590245232516,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,17,14,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,22.354211807250977,10.16681957244873,0.8897856908109535,1.117827574439097
525,2006-10-01,2006,10,13,1559167.8779999998,0.3596662998823436,297.10577920850795,81.57633833240892,306.64478624628714,296.25906411677914,100067.0560630791,300.5532849695505,1.4897051693367285,-0.3001956898257147,0.0127528709937765,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,16,12,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,27.127233505249023,13.562885284423828,0.8036773981518289,1.0520730112367973
526,2006-11-01,2006,11,13,1559167.8779999998,0.2426250728616326,296.83615398906494,86.94101760812961,305.3125605827312,295.5659557262734,100069.8603041434,299.1827511866172,2.8546965097462422,-0.3648775032781879,-0.1485759029512535,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,18,10,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,28.038135528564453,3.3615403175354004,0.8036773981518289,1.1835821376413969
527,2006-12-01,2006,12,13,1559167.8779999998,0.2536087668642242,296.87688608720094,86.7421559420626,304.8543475783384,295.92104354298635,100182.72024448788,299.2655008550525,2.598738427026879,-0.5626575252327111,-0.2114985844561812,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,15,14,99.51511122417622,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,22.121456146240234,31.36651992797852,0.8323801623715371,0.9863184480344975
528,2007-01-01,2007,1,13,1559167.8779999998,0.1793829995543042,296.9140095053677,87.682589799975,304.872522797098,295.8671971005347,100179.31971122508,299.1188189045778,3.1589170169291627,-0.6756531482464961,-0.3467779352481697,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,24,12,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,29.74590492248535,26.75196075439453,1.0332995119094943,1.578109516855196
529,2007-02-01,2007,2,13,1559167.8779999998,0.3392721690099498,296.1317957721347,79.58845035330522,306.3482003662165,295.7891930547846,100178.31126414544,299.9716555848922,1.528014144088448,-1.132330664554965,-0.4549570487743629,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,71,54,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,3.5878455274635224,4.668573987363287
530,2007-03-01,2007,3,13,1559167.8779999998,0.1770381475850201,296.6100258825786,89.74936715509266,304.3941336173592,295.5246488551041,100194.16836942792,298.41596334424,4.8098600832623735,-0.906793892941716,-0.0927289325749723,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,84,77,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,4.621145039373016,5.523383308993186
531,2007-04-01,2007,4,13,1559167.8779999998,0.1818960734152738,296.6864549787282,89.81592492398319,304.64259236070444,295.4580621082343,100280.83705230316,298.4813046709356,4.591996709177914,-0.6179142107709825,-0.1041499744005989,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,95,79,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,4.994280974229223,6.246683504218484
532,2007-05-01,2007,5,13,1559167.8779999998,0.1906729687382172,296.4843988743492,89.55025686534145,303.80078347237503,294.7740740669326,100318.5613405546,298.32594327426466,3.408293529876997,-0.4402237893027692,0.0600246325219968,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,68,57,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,22.5882511138916,2.278039932250977,3.5878455274635224,4.471310297756388
533,2007-06-01,2007,6,13,1559167.8779999998,0.4348711803748639,296.04400776434227,86.40748479381847,303.8532645960661,294.7511326339443,100420.2113850049,298.48379334051293,1.4418991707987758,-0.5228119094616752,-0.146581412482403,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,106,59,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,8.486675262451172,2.0960357189178467,4.735956096251849,6.969983699443783
534,2007-07-01,2007,7,13,1559167.8779999998,0.416503646076061,296.0940873209448,85.9838651186421,304.88910734642315,294.6800039077363,100418.65682290008,298.622403601436,1.332838758956514,-0.2279320260144582,-0.3024571144670504,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,92,59,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,12.40544605255127,0.0,4.334117397175935,6.049419814611584
535,2007-08-01,2007,8,13,1559167.8779999998,0.4227941578904106,296.19467056091185,83.10352170714273,305.109703372804,295.28577809958193,100300.55904357984,299.34474040550725,0.8891548283187556,-0.2019845974289472,-0.625737901506652,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,69,27,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,37.33194732666016,12.932153701782228,2.755465365091985,4.537064860958688
536,2007-09-01,2007,9,13,1559167.8779999998,0.3823565708771083,296.70607913270965,85.39864325708372,305.357545008852,295.32157173181287,100309.2403414168,299.36091200958657,1.2439978693923772,-0.1339424056318611,-0.4390496231869312,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,99,22,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,12.485197067260742,3.569453716278076,3.4730344705846896,6.509701757027684
537,2007-10-01,2007,10,13,1559167.8779999998,0.3243839849020927,296.8256496981763,86.53418211330273,305.2345587772067,295.71127676642874,100126.4809883998,299.2510845365546,2.27736334735729,-0.3497703961125834,-0.240914166090894,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,102,65,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,26.201324462890625,5.17401123046875,4.793361624691266,6.706965446634583
538,2007-11-01,2007,11,13,1559167.8779999998,0.2771047504396138,296.9074200827278,86.00548876337629,305.402807334716,295.7552058308668,100004.22745448456,299.4408313495145,2.3261211501235075,-0.4287842375402693,-0.1009803842265947,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,226,102,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,47.48639297485352,6.241339206695557,9.414506664064284,14.86053128371976
539,2007-12-01,2007,12,13,1559167.8779999998,0.2160915877652145,296.5713895061277,88.9561144355476,304.5489526178249,295.4305853826489,100083.80816328898,298.5260910030274,3.92931723573728,-0.4925898779887295,-0.493657596542907,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,221,77,99.45435535335608,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,82.67872619628906,31.45227813720703,8.553423737473038,14.531758467708263
540,2008-01-01,2008,1,13,1559167.8779999998,0.1818988437274004,296.1902491032268,88.03640469444916,304.31010069584283,295.1062396438318,100135.95644788888,298.31709930085447,3.351479241789902,-0.8599460357123618,-0.4372935772858775,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,716,546,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,84.66332244873047,45.83143997192383,36.22288844527172,47.08026725284668
541,2008-02-01,2008,2,13,1559167.8779999998,0.1640967479502376,296.1480927103046,88.67491795751836,304.27089910133674,295.0914097537937,100235.87407907224,298.1501778321934,3.9059103245798936,-0.7578802894147668,-0.4983777745808972,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,1123,565,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,85.23225402832031,30.26007652282715,48.45026600286741,73.84237447618271
542,2008-03-01,2008,3,13,1559167.8779999998,0.1658923948114381,296.1445649909187,89.14467804325379,304.1225962134825,295.136105907636,100220.24144504516,298.0579341737043,4.585662148727847,-0.6385222719378132,-0.2488143139330787,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,1116,471,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,54.464481353759766,16.03985023498535,45.551286816676885,73.38209253376661
543,2008-04-01,2008,4,13,1559167.8779999998,0.2272249380872714,296.41746291451204,89.50965383197858,304.57932488771905,295.1075350804417,100139.049687084,298.2656372694353,4.222876354939856,-0.6761949374333225,-0.1825203281669644,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,785,521,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,37.48581007093888,51.61733211380536
544,2008-05-01,2008,5,13,1559167.8779999998,0.1731362889113804,296.1274779209544,90.97434119255344,303.1852580918278,294.8493038277076,100319.38005024698,297.700469996027,4.875435983616602,-0.3783275084295096,0.1199614700033277,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,267,309,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,0.0,0.0,16.53279219055191,17.556468375014056
545,2008-06-01,2008,6,13,1559167.8779999998,0.2703889635119064,295.9369888998663,88.53436854876595,303.1858838669982,294.4180179432305,100407.3261304053,297.9656317298587,2.3534669822005663,-0.3763127670690001,-0.0938931145986732,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,47,71,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,2.4463412761688232,0.8458397388458252,3.3869261779255653,3.090464470508092
546,2008-07-01,2008,7,13,1559167.8779999998,0.5097644305077311,295.83594562676933,83.93967368653446,304.30984444421887,294.62682918332854,100410.42479316606,298.7889148926437,0.8776887546734836,-0.2978871328009786,-0.598593465651042,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,49,75,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,8.102171897888184,0.0,3.559142763243814,3.221973596912692
547,2008-08-01,2008,8,13,1559167.8779999998,0.5446048563565629,296.4716399763368,83.1582034032238,305.73173734261974,295.3280297598233,100208.50071271684,299.6037951193593,0.9868207611668444,-0.1245677427985407,-0.6277043474659083,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,28,43,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,12.834634780883787,0.0,2.0378962595992807,1.8411277696643953
548,2008-09-01,2008,9,13,1559167.8779999998,0.420413755848236,296.7887178048479,85.91348134936688,305.54766010014777,295.49236107398,100256.8174927735,299.3395766119036,1.5469990196029302,-0.1849230351855622,-0.1711763745632817,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,14,33,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,13.461977005004885,0.0,1.3490299183262844,0.9205638848321976
549,2008-10-01,2008,10,13,1559167.8779999998,0.3335372241485216,296.9704444448102,86.25449590756875,305.7458071157065,295.67348435811067,100173.67389242828,299.4548078409817,2.1655635408330327,-0.2409801476508042,-0.1504000911219356,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,42,81,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,36.61882781982422,13.34265422821045,3.5304399990241064,2.761691654496593
550,2008-11-01,2008,11,13,1559167.8779999998,0.2616659961646423,297.1311973609505,87.81230084814193,305.30887001439964,295.94182443070883,100037.0280933454,299.3141681852251,2.300725797304184,-0.221696868629432,-0.0355442907537289,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,76,182,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,40.87762069702149,4.296786785125732,7.40531316868471,4.997346803374787
551,2008-12-01,2008,12,13,1559167.8779999998,0.2073247424721168,296.8520899569436,88.8837377865705,304.41540247126443,295.7876419684532,100075.04002599564,298.825512360074,3.629542774491513,-0.2165665217008612,-0.4072942948798986,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,143,249,99.38898880674986,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,61.45431518554688,6.46044397354126,11.251483574125606,9.402902537928876
552,2009-01-01,2009,1,13,1559167.8779999998,0.1276513803470438,296.5469093968925,89.74763911503752,304.0654339956678,295.4025588157112,100199.4766517588,298.35330688547737,4.273195621703493,-0.477253926164338,-0.4205504406814669,225.84921203736525,73.23644733163516,-1.2478377490144188,32.67217403973415,1385.171272552527,2755490,728495,124,263,99.2964187311907,0.0354834011120297,0.488,0.515,0.516,0.433,20.98,7.02,14.12,9.84,33.69,17.09,51.78,9.55,39.68,0.674,0.805,0.561,0.677,0.549,54.87,0.567,539.8,43891,57371,1371781,92.18,57.95,117.5,10.47,44.56,60.21,44.01,50.16132354736328,9.346723556518556,11.107969753027065,8.153565837085178
