Year,dep_id,PCA0-Climatic,PCA1-Climatic,PCA2-Climatic,PCA3-Climatic,PCA0-Geo,PCA1-Geo,PCA2-Geo,PCA3-Geo,PCA4-Geo,PCA5-Geo,PCA0-Socio,PCA1-Socio,PCA2-Socio,PCA3-Socio,PCA4-Socio,PCA5-Socio,PCA6-Socio,PCA7-Socio,PCA8-Socio,PCA9-Socio,DengRate_all,DengRate_019
2001,11,3.040705578109737,-2.0042694660461393,1.5237945972655087,0.11383750176414509,-5305.167554753512,-65.49595864527765,85.12484661490399,-0.7987762511966778,13.078421001148584,5.863909692095227,-2591040.888243985,-5158.333553647677,-5573.362802557234,-21.81189558018127,8.953067757167945,2.7475665699488836,5.603719083712264,-6.446388650744993,2.262636315264949,0.10951586540809188,0.036941037627421285,0.03365081619908077
2001,12,2.9680455040031006,-1.8381603127510857,1.8098353605145459,0.12613270531088006,-7133.39773080119,-65.31843878603917,-8.833937068881397,4.8437902442525385,16.81294312600066,-4.845615351726874,-3031480.5882556024,-16666.07954972665,-4282.488680986091,-189.57817279191272,-19.20080125559011,0.8868979271374968,8.911267042891723,-5.954776862007321,-3.538995585213108,-2.612972261494889,0.15076560659599528,0.11225944404846756
2001,13,2.8448395423215516,-2.945539682076628,0.6091825147878867,-0.26859917537347044,-6864.371475224574,-321.88111219859417,-12.953464159993459,-7.270799722955843,16.209514566839104,-0.8700068382557902,-1942527.7933349859,9086.24662888622,8432.508987232904,-24.224363024631202,-24.308425263737128,17.04796372993936,-1.100885938958747,1.1617368103171515,-1.3680541234177923,5.602459897904463,0.17444295988496428,0.15947077097208015
2001,14,-0.22325739036631376,1.9022197109289891,0.05261461163554415,-1.743363338258817,4455.131089071818,-188.6826001401239,158.57451269801206,30.744589415556625,15.686488937656918,-11.09001870987258,-3131494.1222233,-18795.504436259303,-6151.864168465841,-123.2266735409695,-23.440511262328787,12.41060283138836,-11.162237490754187,-5.761676849504525,-1.891519221086618,1.8534208206009701,0.15535950476335134,0.1386267787136553
2001,15,2.61327509059322,-2.7463927753157122,0.7188578998855482,-0.5975150737360018,-5518.961716594908,-327.4604753128684,-36.10698311291523,-0.6893644528178271,16.135299416397515,-3.514856982854006,-320651.2795150629,43508.38644600663,21211.882413432984,44.917219233232345,-13.813348255329895,12.352054703059533,8.880311125434659,-0.6209406576525396,-0.7712489695613343,0.5766478020146337,0.028082686048046902,0.02670124623829525
2001,16,2.0226492749740146,-3.655654063284487,1.046319426271384,-1.2778528534862446,-6732.118129101182,-357.6672774931047,-19.829852126358972,4.046760641523861,17.364695728346675,-3.1332430010167514,-3034893.3661759594,-19348.129533302512,-5903.8366112218955,-130.9506508714053,-15.794720425422584,22.20927480104386,-0.6251860657048525,8.505061694242656,-0.8162951959322982,-4.121337983536847,0.0009033539600948351,0.00039149256101463965
2001,17,2.028809619492847,-1.36343603326128,1.0225326198866496,0.2947817725229349,-472.89230918964404,-11.024608522171718,-6.624525442091539,8.627752389199578,13.304320874158336,9.128397212046075,-2720788.118529171,-12464.998630326705,-7102.292792539206,-137.63714725821092,2.5114462547299023,0.7547313838932084,-4.950451091280776,-0.12979263264868734,4.4584702737634885,-0.9017973325895383,0.06888758722150237,0.05655733546096267
2001,21,2.9216976924293476,-1.4875583463183943,0.6380091242269428,-0.5462983027924828,-6703.121473886822,-299.5987359105428,-53.7768703260371,-1.098557054525962,16.705831127543803,-3.6026769320867444,-888779.2863171143,28292.350770664547,14445.169228063647,-125.90566851585618,-15.383229339968745,-4.740525170452386,3.870707891662505,0.22513285691938734,10.182754066550281,-2.6256440488726085,0.013654037372637168,0.013951938439229978
2001,22,2.0194001124107217,-0.024531588936497428,0.4815166095227301,0.23606843808236988,-4603.823615655206,-120.77423450347146,-34.53226647568634,-2.8362632103209435,14.604729936353351,4.1893604637241495,-2064293.6813302152,-7064.77290393683,2298.6391514638053,-239.8308665056344,-1.659262978640955,-17.53240130226824,-3.6520696586688857,-4.533289613505318,6.713377148752372,3.100459392496603,0.012219113476201155,0.011943153804379058
2001,23,1.508171836906115,0.6933357891628873,-1.4218566809980482,-1.1556946878171424,233.9139300481893,-189.09546933955215,4.13711533726331,6.780051823853594,13.243874158510664,2.084246418737216,149546.3776859804,17874.94295564998,8363.812970330777,-124.68014023298633,-0.730716850085976,-3.0151147397926508,-6.251830036024693,3.8714159508949564,2.128597605107558,-3.7756023545540174,0.018870351554465543,0.014656550567498778
