iter	Passed	Remaining
355	19972	1494831
356	20026	1494589
357	20080	1494361
358	20137	1494399
359	20192	1494230
360	20247	1494084
361	20300	1493826
362	20356	1493750
363	20410	1493562
364	20465	1493415
365	20521	1493335
366	20580	1493521
367	20636	1493482
368	20691	1493344
369	20746	1493210
370	20802	1493117
371	20855	1492867
372	20909	1492670
373	20962	1492340
374	21017	1492231
375	21073	1492214
376	21127	1491965
377	21178	1491584
378	21232	1491402
379	21285	1491088
380	21338	1490811
381	21390	1490484
382	21445	1490358
383	21496	1490001
384	21550	1489774
385	21602	1489466
386	21660	1489539
387	21713	1489280
388	21768	1489165
389	21823	1489018
390	21877	1488857
391	21931	1488686
392	21986	1488524
393	22039	1488307
394	22094	1488181
395	22150	1488093
396	22204	1487917
397	22258	1487740
398	22311	1487492
399	22367	1487454
400	22424	1487429
401	22479	1487325
402	22536	1487375
403	22593	1487376
404	22646	1487131
405	22701	1487013
406	22759	1487075
407	22817	1487154
408	22872	1487061
409	22928	1487009
410	22986	1487075
411	23045	1487218
412	23101	1487157
413	23153	1486875
414	23205	1486577
415	23260	1486425
416	23311	1486072
417	23362	1485727
418	23415	1485428
419	23470	1485326
420	23522	1485041
421	23577	1484921
422	23633	1484858
423	23686	1484644
424	23741	1484524
425	23792	1484192
426	23845	1483969
427	23900	1483863
428	23955	1483741
429	24009	1483556
430	24064	1483441
431	24121	1483463
432	24175	1483315
433	24228	1483078
434	24281	1482851
435	24335	1482701
436	24389	1482482
437	24443	1482370
438	24497	1482165
439	24552	1482067
440	24606	1481938
441	24661	1481808
442	24716	1481696
443	24771	1481631
444	24824	1481353
445	24881	1481398
446	24937	1481382
447	24994	1481355
448	25049	1481269
449	25106	1481292
450	25161	1481186
451	25216	1481089
452	25271	1480980
453	25325	1480793
454	25378	1480596
455	25435	1480640
456	25490	1480485
457	25541	1480189
458	25593	1479913
459	25655	1480184
460	25709	1480054
461	25762	1479866
462	25819	1479845
463	25875	1479790
464	25926	1479502
465	25981	1479406
466	26036	1479276
467	26092	1479221
468	26149	1479265
469	26204	1479152
470	26258	1479017
471	26314	1478951
472	26370	1478898
473	26425	1478806
474	26479	1478650
475	26534	1478568
476	26586	1478330
477	26640	1478162
478	26694	1478018
479	26750	1477985
480	26804	1477792
481	26858	1477685
482	26913	1477591
483	26970	1477590
484	27030	1477765
485	27090	1477916
486	27143	1477720
487	27195	1477470
488	27254	1477569
489	27308	1477436
490	27361	1477257
491	27417	1477175
492	27474	1477219
493	27529	1477120
494	27581	1476846
495	27636	1476764
496	27694	1476852
497	27752	1476897
498	27814	1477172
499	27872	1477258
500	27933	1477438
501	27995	1477740
502	28057	1477985
503	28118	1478208
504	28180	1478504
505	28238	1478571
506	28296	1478638
507	28359	1478939
508	28419	1479109
509	28477	1479146
510	28539	1479428
511	28597	1479477
512	28660	1479768
513	28719	1479870
514	28782	1480180
515	28841	1480288
516	28905	1480664
517	28964	1480767
518	29025	1480969
519	29086	1481168
520	29144	1481226
521	29202	1481252
522	29260	1481313
523	29319	1481416
524	29384	1481810
525	29446	1482087
526	29506	1482221
527	29569	1482512
528	29629	1482661
529	29691	1482879
530	29750	1482971
531	29811	1483180
532	29878	1483676
533	29938	1483808
534	29996	1483838
535	30058	1484083
536	30121	1484344
537	30187	1484817
538	30258	1485466
539	30324	1485923
540	30390	1486322
541	30453	1486580
542	30515	1486807
543	30576	1487017
544	30638	1487219
545	30703	1487579
546	30762	1487662
547	30823	1487848
548	30883	1488000
549	30945	1488220
550	31008	1488449
551	31073	1488838
552	31135	1489035
553	31192	1489039
554	31252	1489142
555	31313	1489298
556	31374	1489451
557	31438	1489758
558	31499	1489938
559	31568	1490468
560	31632	1490778
561	31693	1490953
562	31753	1491072
563	31814	1491232
564	31875	1491365
565	31936	1491552
566	31995	1491611
567	32056	1491774
568	32118	1491942
569	32176	1491991
570	32234	1491986
571	32294	1492115
572	32359	1492415
573	32421	1492625
574	32483	1492809
575	32546	1493053
576	32607	1493233
577	32669	1493427
578	32734	1493765
579	32797	1493981
580	32859	1494155
581	32917	1494189
582	32981	1494478
583	33047	1494832
584	33111	1495132
585	33176	1495416
586	33233	1495401
587	33289	1495328
588	33354	1495647
589	33420	1496007
590	33483	1496233
591	33547	1496478
592	33615	1496931
593	33682	1497348
594	33747	1497629
595	33813	1498003
596	33876	1498210
597	33938	1498419
598	34000	1498571
599	34067	1498977
600	34134	1499351
601	34197	1499570
602	34259	1499762
603	34318	1499807
604	34410	1501260
605	34479	1501745
606	34552	1502397
607	34622	1502906
608	34692	1503398
609	34757	1503679
610	34819	1503827
611	34885	1504192
612	34953	1504576
613	35022	1505055
614	35091	1505516
615	35157	1505834
616	35223	1506150
617	35287	1506398
618	35347	1506467
619	35410	1506667
620	35473	1506869
621	35548	1507534
622	35619	1508062
623	35684	1508349
624	35742	1508341
625	35803	1508448
626	35866	1508617
627	35930	1508836
628	35998	1509230
629	36064	1509537
630	36128	1509766
631	36192	1510020
632	36255	1510199
633	36321	1510505
634	36387	1510781
635	36453	1511081
636	36515	1511223
637	36574	1511243
638	36638	1511483
639	36702	1511668
640	36768	1511987
641	36827	1511980
642	36885	1511950
643	36951	1512257
644	37015	1512467
645	37085	1512934
646	37149	1513156
647	37211	1513258
648	37270	1513290
649	37330	1513321
650	37397	1513643
651	37461	1513840
652	37526	1514118
653	37586	1514139
654	37647	1514221
655	37713	1514500
656	37779	1514815
657	37847	1515149
658	37912	1515411
659	37977	1515629
660	38043	1515936
661	38114	1516403
662	38182	1516779
663	38245	1516915
664	38307	1517031
665	38372	1517283
666	38439	1517575
667	38507	1517930
668	38573	1518193
669	38632	1518184
670	38698	1518488
671	38763	1518693
672	38826	1518855
673	38892	1519109
674	38954	1519209
675	39018	1519399
676	39085	1519724
677	39147	1519817
678	39211	1519995
679	39273	1520110
680	39334	1520180
681	39390	1520050
682	39453	1520210
683	39516	1520354
684	39579	1520502
685	39640	1520561
686	39701	1520601
687	39768	1520896
688	39833	1521141
689	39896	1521264
690	39960	1521459
691	40024	1521627
692	40085	1521679
693	40149	1521849
694	40214	1522087
695	40280	1522312
696	40344	1522500
697	40405	1522555
698	40467	1522645
699	40537	1523042
700	40606	1523409
701	40671	1523623
702	40736	1523812
703	40803	1524112
704	40866	1524218
705	40931	1524432
706	40996	1524659
707	41059	1524766
708	41120	1524826
709	41177	1524736
710	41236	1524701
711	41300	1524865
712	41363	1524985
713	41428	1525197
714	41494	1525445
715	41558	1525596
716	41618	1525602
717	41685	1525858
718	41746	1525924
719	41809	1526044
720	41876	1526300
721	41936	1526334
722	41995	1526303
723	42055	1526327
724	42114	1526305
725	42179	1526480
726	42242	1526605
727	42305	1526729
728	42375	1527104
729	42437	1527165
730	42499	1527245
731	42565	1527455
732	42627	1527537
733	42688	1527597
734	42748	1527601
735	42813	1527784
736	42873	1527784
737	42933	1527792
738	42995	1527880
739	43056	1527930
740	43113	1527810
741	43169	1527680
742	43225	1527544
743	43285	1527545
744	43345	1527561
745	43403	1527483
746	43460	1527414
747	43526	1527610
748	43588	1527693
749	43647	1527661
750	43710	1527770
751	43775	1527961
752	43835	1527943
753	43895	1527947
754	43956	1527990
755	44021	1528187
756	44084	1528294
757	44146	1528368
758	44209	1528467
759	44273	1528599
760	44335	1528668
761	44397	1528752
762	44459	1528825
763	44527	1529096
764	44589	1529152
765	44658	1529469
766	44719	1529505
767	44788	1529808
768	44848	1529802
769	44904	1529682
770	44965	1529709
771	45026	1529740
772	45089	1529832
773	45154	1530011
774	45210	1529873
775	45270	1529857
776	45330	1529852
777	45387	1529763
778	45447	1529745
779	45509	1529804
780	45569	1529813
781	45629	1529825
782	45688	1529775
783	45750	1529828
784	45808	1529764
785	45865	1529664
786	45924	1529619
787	45983	1529603
788	46047	1529705
789	46108	1529747
790	46176	1530006
791	46236	1530004
792	46299	1530085
793	46362	1530198
794	46430	1530439
795	46500	1530782
796	46601	1532124
797	46674	1532553
798	46744	1532851
799	46810	1533032
800	46869	1533005
801	46932	1533105
802	47000	1533355
803	47063	1533413
804	47126	1533514
805	47190	1533639
806	47254	1533754
807	47312	1533676
808	47370	1533587
809	47426	1533471
810	47490	1533569
811	47557	1533786
812	47622	1533943
813	47688	1534105
814	47752	1534226
815	47810	1534143
816	47872	1534194
817	47932	1534184
818	47997	1534340
819	48060	1534422
820	48119	1534367
821	48183	1534491
822	48247	1534594
823	48307	1534576
824	48365	1534521
825	48428	1534600
826	48492	1534698
827	48557	1534837
828	48619	1534882
829	48680	1534901
830	48743	1534995
831	48805	1535040
832	48864	1534988
833	48924	1534970
834	48987	1535033
835	49046	1535003
836	49105	1534930
837	49161	1534812
838	49224	1534867
839	49282	1534793
840	49338	1534659
841	49396	1534568
842	49455	1534532
843	49513	1534464
844	49573	1534425
845	49630	1534336
846	49690	1534306
847	49749	1534247
848	49806	1534145
849	49866	1534126
850	49926	1534105
851	49986	1534100
852	50045	1534030
853	50105	1534032
854	50171	1534202
855	50229	1534123
856	50289	1534082
857	50346	1533991
858	50409	1534064
859	50477	1534282
860	50539	1534316
861	50604	1534447
862	50667	1534522
863	50724	1534421
864	50784	1534399
865	50846	1534430
866	50908	1534486
867	50973	1534608
868	51034	1534605
869	51092	1534534
870	51154	1534572
871	51212	1534488
872	51268	1534360
873	51324	1534207
874	51383	1534157
875	51444	1534166
876	51502	1534105
877	51561	1534036
878	51626	1534160
879	51686	1534143
880	51743	1534033
881	51802	1533999
882	51867	1534108
883	51933	1534259
884	51992	1534205
885	52052	1534199
886	52113	1534215
887	52173	1534180
888	52232	1534122
889	52291	1534089
890	52352	1534079
891	52411	1534047
892	52471	1534011
893	52529	1533944
894	52589	1533923
895	52652	1533976
896	52715	1534041
897	52779	1534123
898	52841	1534167
899	52901	1534134
900	52962	1534142
901	53021	1534092
902	53082	1534114
903	53146	1534179
904	53203	1534088
905	53262	1534019
906	53322	1534001
907	53381	1533960
908	53438	1533839
909	53495	1533723
910	53557	1533758
911	53617	1533732
912	53672	1533589
913	53732	1533555
914	53793	1533556
915	53853	1533525
916	53912	1533489
917	53976	1533576
918	54037	1533565
919	54097	1533536
920	54157	1533510
921	54215	1533432
922	54277	1533459
923	54341	1533558
924	54397	1533424
925	54456	1533357
926	54517	1533359
927	54578	1533382
928	54636	1533304
929	54695	1533242
930	54760	1533345
931	54821	1533346
932	54883	1533385
933	54948	1533504
934	55011	1533565
935	55075	1533640
936	55132	1533538
937	55192	1533491
938	55252	1533483
939	55310	1533389
940	55366	1533266
941	55423	1533160
942	55483	1533129
943	55545	1533139
944	55604	1533101
945	55663	1533040
946	55724	1533051
947	55784	1533005
948	55843	1532969
949	55904	1532949
950	55969	1533058
951	56030	1533068
952	56090	1533029
953	56151	1533054
954	56218	1533192
955	56278	1533178
956	56337	1533134
957	56398	1533132
958	56463	1533240
959	56524	1533240
960	56585	1533221
961	56647	1533245
962	56712	1533365
963	56770	1533273
964	56828	1533195
965	56887	1533138
966	56953	1533258
967	57015	1533305
968	57075	1533270
969	57134	1533219
970	57197	1533252
971	57257	1533219
972	57316	1533184
973	57374	1533101
974	57436	1533108
975	57498	1533128
976	57555	1533021
977	57618	1533088
978	57686	1533256
979	57752	1533376
980	57813	1533396
981	57872	1533319
982	57935	1533365
983	57995	1533337
984	58052	1533238
985	58113	1533224
986	58175	1533256
987	58236	1533252
988	58293	1533125
989	58351	1533046
990	58411	1533010
991	58472	1533017
992	58533	1533024
993	58595	1533027
994	58656	1533029
995	58719	1533072
996	58780	1533065
997	58839	1533014
998	58902	1533060
999	58964	1533074
1000	59026	1533090
1001	59087	1533081
1002	59148	1533086
1003	59215	1533227
1004	59273	1533137
1005	59329	1533023
1006	59390	1533013
1007	59450	1532967
1008	59508	1532888
1009	59569	1532887
1010	59635	1533001
1011	59696	1532988
1012	59755	1532926
1013	59813	1532864
1014	59876	1532890
1015	59940	1532964
1016	60002	1532977
1017	60062	1532953
1018	60128	1533075
1019	60189	1533063
1020	60248	1532993
1021	60305	1532884
1022	60366	1532896
1023	60428	1532910
1024	60486	1532816
1025	60545	1532759
1026	60609	1532830
1027	60668	1532773
1028	60726	1532671
1029	60784	1532583
1030	60846	1532613
1031	60908	1532637
1032	60969	1532621
1033	61029	1532579
1034	61095	1532695
1035	61157	1532705
1036	61215	1532620
1037	61272	1532508
1038	61332	1532481
1039	61398	1532590
1040	61456	1532520
1041	61516	1532478
1042	61578	1532507
1043	61670	1533251
1044	61737	1533383
1045	61803	1533501
1046	61873	1533708
1047	61935	1533726
1048	61998	1533760
1049	62061	1533797
1050	62126	1533897
1051	62192	1533999
1052	62257	1534095
1053	62322	1534179
1054	62384	1534185
1055	62443	1534122
1056	62501	1534038
1057	62564	1534068
1058	62625	1534050
1059	62683	1533961
1060	62740	1533865
1061	62804	1533924
1062	62868	1533986
1063	62930	1533984
1064	62988	1533901
1065	63051	1533934
1066	63115	1533988
1067	63173	1533913
1068	63233	1533862
1069	63296	1533911
1070	63356	1533869
1071	63413	1533759
1072	63470	1533654
1073	63532	1533664
1074	63597	1533726
1075	63658	1533708
1076	63718	1533676
1077	63783	1533767
1078	63842	1533706
1079	63903	1533676
1080	63962	1533609
1081	64025	1533645
1082	64087	1533664
1083	64147	1533615
1084	64209	1533620
1085	64276	1533750
1086	64336	1533728
1087	64395	1533666
1088	64452	1533553
1089	64514	1533555
1090	64577	1533593
1091	64637	1533547
1092	64700	1533584
1093	64763	1533610
1094	64824	1533581
1095	64883	1533532
1096	64947	1533583
1097	65010	1533610
1098	65074	1533657
1099	65136	1533658
1100	65199	1533692
1101	65264	1533764
1102	65325	1533764
1103	65387	1533759
1104	65450	1533782
1105	65516	1533882
1106	65579	1533920
1107	65642	1533955
1108	65707	1534026
1109	65771	1534069
1110	65834	1534108
1111	65896	1534108
1112	65962	1534202
1113	66027	1534268
1114	66089	1534289
1115	66150	1534257
1116	66216	1534350
1117	66283	1534485
1118	66351	1534630
1119	66412	1534608
1120	66479	1534714
1121	66549	1534900
1122	66614	1534982
1123	66677	1534998
1124	66740	1535029
1125	66802	1535032
1126	66866	1535075
1127	66928	1535084
1128	66992	1535131
1129	67055	1535161
1130	67112	1535045
1131	67176	1535081
1132	67241	1535150
1133	67308	1535263
1134	67371	1535295
1135	67430	1535220
1136	67489	1535165
1137	67552	1535178
1138	67614	1535183
1139	67673	1535111
1140	67734	1535096
1141	67798	1535154
1142	67863	1535211
1143	67928	1535274
1144	67992	1535319
1145	68058	1535404
1146	68117	1535338
1147	68176	1535276
1148	68236	1535235
1149	68297	1535218
1150	68359	1535206
1151	68419	1535160
1152	68480	1535136
1153	68548	1535268
1154	68606	1535180
1155	68666	1535139
1156	68725	1535078
1157	68788	1535092
1158	68850	1535081
1159	68910	1535033
1160	68968	1534954
1161	69032	1534988
1162	69096	1535040
1163	69156	1534983
1164	69218	1534994
1165	69283	1535047
1166	69343	1535010
1167	69402	1534939
1168	69462	1534895
1169	69526	1534940
1170	69590	1534964
1171	69648	1534884
1172	69707	1534813
1173	69769	1534806
1174	69829	1534764
1175	69891	1534762
1176	69949	1534673
1177	70014	1534723
1178	70077	1534758
1179	70136	1534688
1180	70196	1534631
1181	70257	1534614
1182	70320	1534624
1183	70380	1534587
1184	70438	1534495
1185	70499	1534473
1186	70563	1534506
1187	70623	1534449
1188	70685	1534462
1189	70749	1534495
1190	70808	1534424
1191	70870	1534409
1192	70929	1534358
1193	70993	1534393
1194	71053	1534344
1195	71112	1534267
1196	71170	1534177
1197	71231	1534155
1198	71295	1534198
1199	71356	1534164
1200	71415	1534092
1201	71477	1534097
1202	71571	1534777
1203	71647	1535061
1204	71713	1535134
1205	71785	1535351
1206	71849	1535380
1207	71916	1535496
1208	71980	1535518
1209	72045	1535574
1210	72110	1535639
1211	72172	1535632
1212	72236	1535672
1213	72302	1535744
1214	72364	1535736
1215	72426	1535727
1216	72489	1535747
1217	72555	1535807
1218	72620	1535877
1219	72681	1535850
1220	72745	1535871
1221	72811	1535951
1222	72872	1535923
1223	72930	1535825
1224	72991	1535798
1225	73051	1535747
1226	73108	1535640
1227	73167	1535556
1228	73228	1535535
1229	73291	1535548
1230	73352	1535520
1231	73411	1535454
1232	73476	1535502
1233	73538	1535479
1234	73598	1535430
1235	73662	1535467
1236	73729	1535555
1237	73790	1535527
1238	73850	1535482
1239	73913	1535499
1240	73975	1535474
1241	74037	1535464
1242	74096	1535401
1243	74154	1535315
1244	74217	1535321
1245	74283	1535401
1246	74342	1535325
1247	74404	1535306
1248	74467	1535319
1249	74529	1535302
1250	74589	1535250
1251	74649	1535211
1252	74711	1535200
1253	74773	1535172
1254	74831	1535097
1255	74892	1535052
1256	74955	1535061
1257	75017	1535054
1258	75076	1534991
1259	75133	1534880
1260	75195	1534851
1261	75255	1534806
1262	75313	1534712
1263	75373	1534654
1264	75435	1534650
1265	75498	1534660
1266	75562	1534693
1267	75623	1534656
1268	75687	1534685
1269	75749	1534679
1270	75813	1534711
1271	75872	1534618
1272	75934	1534611
1273	76000	1534687
1274	76062	1534672
1275	76121	1534593
1276	76184	1534605
1277	76247	1534614
1278	76309	1534598
1279	76372	1534602
1280	76438	1534686
1281	76502	1534705
1282	76563	1534665
1283	76624	1534642
1284	76689	1534690
1285	76750	1534642
1286	76811	1534613
1287	76873	1534605
1288	76937	1534636
1289	76998	1534606
1290	77058	1534541
1291	77116	1534451
1292	77175	1534381
1293	77237	1534364
1294	77297	1534308
1295	77357	1534265
1296	77421	1534284
1297	77486	1534325
1298	77547	1534298
1299	77610	1534290
1300	77675	1534341
1301	77739	1534378
1302	77802	1534372
1303	77871	1534503
1304	77940	1534611
1305	78000	1534569
1306	78062	1534542
1307	78122	1534493
1308	78186	1534525
1309	78248	1534497
1310	78308	1534459
1311	78369	1534417
1312	78433	1534449
1313	78499	1534510
1314	78562	1534515
1315	78626	1534528
1316	78689	1534541
1317	78752	1534534
1318	78813	1534494
1319	78874	1534471
1320	78939	1534516
1321	79005	1534568
1322	79063	1534483
1323	79119	1534336
1324	79178	1534279
1325	79242	1534289
1326	79301	1534209
1327	79362	1534176
1328	79425	1534183
1329	79489	1534210
1330	79551	1534186
1331	79610	1534123
1332	79676	1534177
1333	79750	1534393
1334	79820	1534523
1335	79890	1534668
1336	79957	1534739
1337	80021	1534758
1338	80084	1534759
1339	80150	1534818
1340	80209	1534738
1341	80267	1534657
1342	80329	1534633
1343	80393	1534656
1344	80455	1534628
1345	80513	1534547
1346	80573	1534479
1347	80641	1534578
1348	80707	1534632
1349	80770	1534631
1350	80833	1534644
1351	80902	1534760
1352	80973	1534898
1353	81041	1534992
1354	81106	1535042
1355	81172	1535099
1356	81235	1535088
1357	81298	1535095
1358	81360	1535072
1359	81422	1535054
1360	81484	1535031
1361	81543	1534964
1362	81604	1534927
1363	81670	1534981
1364	81736	1535031
1365	81802	1535083
1366	81868	1535147
1367	81938	1535260
1368	81999	1535222
1369	82062	1535234
1370	82129	1535307
1371	82197	1535389
1372	82262	1535420
1373	82323	1535382
1374	82391	1535481
1375	82462	1535629
1376	82532	1535748
1377	82602	1535883
1378	82672	1535997
1379	82765	1536563
1380	82839	1536764
1381	82912	1536936
1382	82983	1537090
1383	83050	1537145
1384	83117	1537222
1385	83184	1537286
1386	83252	1537381
1387	83314	1537365
1388	83377	1537358
1389	83446	1537464
1390	83505	1537379
1391	83565	1537316
1392	83627	1537300
1393	83690	1537289
1394	83749	1537201
1395	83810	1537161
1396	83876	1537211
1397	83942	1537264
1398	84009	1537329
1399	84075	1537377
1400	84144	1537482
1401	84206	1537463
1402	84265	1537380
1403	84323	1537291
1404	84387	1537287
1405	84447	1537226
1406	84507	1537166
1407	84566	1537097
1408	84629	1537094
1409	84690	1537050
1410	84749	1536968
1411	84813	1536978
1412	84876	1536974
1413	84941	1537005
1414	85003	1536967
1415	85064	1536936
1416	85128	1536932
1417	85189	1536891
1418	85246	1536781
1419	85303	1536671
1420	85368	1536687
1421	85433	1536729
1422	85494	1536683
1423	85555	1536631
1424	85621	1536684
1425	85686	1536705
1426	85751	1536742
1427	85817	1536784
1428	85884	1536845
1429	85950	1536889
1430	86015	1536922
1431	86079	1536930
1432	86149	1537045
1433	86209	1536983
1434	86268	1536897
1435	86329	1536859
1436	86394	1536881
1437	86459	1536912
1438	86521	1536880
1439	86585	1536884
1440	86645	1536832
1441	86708	1536827
1442	86767	1536744
1443	86827	1536673
1444	86890	1536676
1445	86954	1536670
1446	87014	1536621
1447	87073	1536535
1448	87132	1536456
1449	87194	1536434
1450	87252	1536334
1451	87310	1536226
1452	87373	1536220
1453	87438	1536253
1454	87497	1536172
1455	87562	1536184
1456	87629	1536256
1457	87693	1536258
1458	87755	1536236
1459	87819	1536241
1460	87883	1536239
1461	87945	1536218
1462	88005	1536164
1463	88068	1536142
1464	88134	1536194
1465	88200	1536229
1466	88262	1536208
1467	88324	1536177
1468	88387	1536163
1469	88450	1536146
1470	88510	1536085
1471	88574	1536085
1472	88637	1536082
1473	88703	1536117
1474	88761	1536024
1475	88821	1535959
1476	88881	1535900
1477	88945	1535899
1478	89005	1535833
1479	89064	1535764
1480	89125	1535721
1481	89187	1535687
1482	89244	1535564
1483	89301	1535455
1484	89363	1535428
1485	89424	1535384
1486	89484	1535315
1487	89546	1535294
1488	89611	1535310
1489	89678	1535365
1490	89746	1535440
1491	89811	1535468
1492	89878	1535519
1493	89942	1535526
1494	90005	1535514
1495	90073	1535584
1496	90147	1535760
