iter	MultiRMSE
0	0.1065375715
1	0.1064557359
2	0.1063755946
3	0.1062935476
4	0.1062135941
5	0.1061334751
6	0.1060613834
7	0.105981163
8	0.1059033106
9	0.105822897
10	0.1057417826
11	0.1056579796
12	0.1055741637
13	0.1054913145
14	0.1054118742
15	0.105336401
16	0.1052532476
17	0.1051704861
18	0.1050887381
19	0.1050116374
20	0.1049335072
21	0.1048535416
22	0.1047735569
23	0.1046934844
24	0.1046122794
25	0.1045297487
26	0.104451189
27	0.10437895
28	0.1043013928
29	0.1042236229
30	0.1041446965
31	0.1040670938
32	0.1039910812
33	0.1039103148
34	0.1038304261
35	0.1037485015
36	0.1036669996
37	0.1035897652
38	0.1035162903
39	0.1034358007
40	0.1033549945
41	0.1032795195
42	0.1032011186
43	0.1031253875
44	0.1030448323
45	0.1029698526
46	0.102890419
47	0.1028146557
48	0.1027390391
49	0.1026573645
50	0.1025857321
51	0.1025079759
52	0.1024327172
53	0.1023529065
54	0.1022756138
55	0.1021968628
56	0.1021167605
57	0.1020438812
58	0.1019685132
59	0.1018920912
60	0.1018180811
61	0.1017397825
62	0.1016632893
63	0.1015888285
64	0.1015103303
65	0.1014307545
66	0.1013579788
67	0.1012783159
68	0.1011990406
69	0.1011232993
70	0.101046763
71	0.1009707685
72	0.1008968073
73	0.1008201725
74	0.100741899
75	0.1006679872
76	0.1005911722
77	0.1005135123
78	0.1004420974
79	0.1003690261
80	0.1002919405
81	0.1002201454
82	0.1001448332
83	0.1000726093
84	0.09999585419
85	0.09991816653
86	0.09984606793
87	0.09977189894
88	0.0996955209
89	0.09962333793
90	0.09954446731
91	0.09947561976
92	0.09940028599
93	0.09932375244
94	0.09924719358
95	0.0991757091
96	0.09910081099
97	0.09903035687
98	0.09895864246
99	0.09888653558
100	0.09880961682
101	0.09873377464
102	0.09866092285
103	0.098585531
104	0.09851306746
105	0.09844171943
106	0.09836850641
107	0.09829394475
108	0.09822337028
109	0.09815003388
110	0.09807486194
111	0.09800059647
112	0.09792907798
113	0.09785428667
114	0.09778420798
115	0.09771276008
116	0.0976363824
117	0.09756667542
118	0.09749539196
119	0.09743030838
120	0.09735557859
121	0.09728957299
122	0.09721565937
123	0.0971477817
124	0.09707808877
125	0.09700507823
126	0.09693881299
127	0.09686394796
128	0.09679015173
129	0.09671776916
130	0.09664815247
131	0.0965816166
132	0.09651207985
133	0.09643813996
134	0.09636415672
135	0.09629318904
136	0.09622266316
137	0.09615311828
138	0.09608061163
139	0.09601120597
140	0.09594050633
141	0.09586893364
142	0.09579692564
143	0.09572633205
144	0.09566153377
145	0.09558801513
146	0.09552044596
147	0.09545010911
148	0.09538404314
149	0.09531326342
150	0.09524430418
151	0.0951730639
152	0.09510779434
153	0.09503719865
154	0.09496183294
155	0.09488924842
156	0.09481759666
157	0.09475182574
158	0.09468467347
159	0.09461455407
160	0.09454408243
161	0.09447381075
162	0.0944019633
163	0.0943287446
164	0.09426194969
165	0.09419176142
166	0.09412114395
167	0.09405502429
168	0.09398627693
169	0.09391818737
170	0.09385051418
171	0.09378363883
172	0.09371718274
173	0.09364691045
174	0.09357520412
175	0.09350720639
176	0.09343728399
177	0.09337333229
178	0.09330457457
179	0.09324009872
180	0.0931735794
181	0.09310230276
182	0.09303474707
183	0.09296645529
184	0.09289902823
185	0.09282732076
186	0.09276040628
187	0.09268982113
188	0.09261994074
189	0.09254971079
190	0.09248325225
191	0.09241816495
192	0.09235175726
193	0.0922809178
194	0.09221224309
195	0.09214583302
196	0.09207789678
197	0.09200859591
198	0.09194197893
199	0.09187282553
200	0.09180356884
201	0.09173383228
202	0.09166549666
203	0.09160113099
204	0.09153513231
205	0.09147280724
206	0.09140744589
207	0.091344651
208	0.09127664123
209	0.09121176514
210	0.09114353103
211	0.09107756193
212	0.09101425238
213	0.09094762012
214	0.09088500586
215	0.09081723963
216	0.09075326798
217	0.090689948
218	0.09062235292
219	0.09055662105
220	0.09048722743
221	0.09042068565
222	0.09035398334
223	0.09028515389
224	0.09021983258
225	0.09015344287
226	0.09008884185
227	0.09002356454
228	0.08995664158
229	0.0898968918
230	0.08983707952
231	0.0897717033
232	0.08971101178
233	0.08964873422
234	0.08958346542
235	0.0895169607
236	0.08945241166
237	0.08939033251
238	0.08932770578
239	0.08926270816
240	0.08919698842
241	0.0891308969
242	0.08906733567
243	0.08900087597
244	0.08893581961
245	0.08887024595
246	0.08880589515
247	0.08874252371
248	0.08867756646
249	0.08861465461
250	0.0885523705
251	0.08849192138
252	0.08843033319
253	0.08836819463
254	0.08830582797
255	0.08824586473
256	0.08818119236
257	0.08811865558
258	0.08805381149
259	0.08799056758
260	0.08792832221
261	0.08786600791
262	0.08780650838
263	0.08774273872
264	0.08767793429
265	0.08761339273
266	0.08754813446
267	0.08748793207
268	0.08742478354
269	0.08736033428
270	0.08729843796
271	0.08723390691
272	0.08717262691
273	0.08710670919
274	0.08704404935
275	0.0869828749
276	0.08692177348
277	0.08685766425
278	0.08679414017
279	0.08672893726
280	0.08666454889
281	0.08660117803
282	0.08654024216
283	0.08648323338
284	0.08642053535
285	0.08635915266
286	0.08630159052
287	0.08623926123
288	0.08617584546
289	0.08611423628
290	0.08605411829
291	0.0859898419
292	0.08592611224
293	0.08586254622
294	0.08580214063
295	0.08573978169
296	0.08567700082
297	0.08561413989
298	0.0855555546
299	0.08549339571
300	0.08543354166
301	0.08537075987
302	0.08530856964
303	0.08524726016
304	0.08518845837
