Date,Year,Month,CD_UF,Pop0_19_UF,state_index,pred.mean,pred.uci,pred.lci
2014-03-01,2014,3,13,1520807,13,24.526452074457836,26.97909728190362,22.073806867012053
2014-04-01,2014,4,13,1520807,13,19.72636896068995,21.699005856758944,17.753732064620955
2014-05-01,2014,5,13,1520807,13,14.992040410124362,16.491244451136797,13.492836369111927
2014-06-01,2014,6,13,1520807,13,6.312438067420784,6.943681874162863,5.681194260678706
2014-07-01,2014,7,13,1520807,13,6.312438067420784,6.943681874162863,5.681194260678706
2014-08-01,2014,8,13,1520807,13,5.2603650561839865,5.786401561802385,4.734328550565587
2014-09-01,2014,9,13,1520807,13,5.3918741825885865,5.931061600847444,4.852686764329727
2014-10-01,2014,10,13,1520807,13,4.931592240172487,5.424751464189736,4.438433016155239
2014-11-01,2014,11,13,1520807,13,7.43026564185988,8.17329220604587,6.687239077673894
2014-12-01,2014,12,13,1520807,13,7.69328389466908,8.46261228413599,6.923955505202173
2015-01-01,2015,1,13,1520807,13,7.62752933146678,8.39028226461346,6.864776398320102
2015-02-01,2015,2,13,1520807,13,10.257711859558775,11.283483045514652,9.231940673602896
2015-03-01,2015,3,13,1520807,13,11.50704856040247,12.657753416442718,10.356343704362224
2015-04-01,2015,4,13,1520807,13,9.994693606749575,10.994162967424533,8.995224246074617
2015-05-01,2015,5,13,1520807,13,8.942620595512777,9.836882655064056,8.0483585359615
2015-06-01,2015,6,13,1520807,13,4.800083113767887,5.280091425144677,4.320074802391099
2015-07-01,2015,7,13,1520807,13,4.668573987363287,5.135431386099618,4.201716588626959
2015-08-01,2015,8,13,1520807,13,3.7480101025310906,4.122811112784199,3.373209092277982
2015-09-01,2015,9,13,1520807,13,3.090464470508092,3.3995109175589016,2.781418023457283
2015-10-01,2015,10,13,1520807,13,2.761691654496593,3.0378608199462525,2.485522489046934
2015-11-01,2015,11,13,1520807,13,3.4192372865195915,3.7611610151715507,3.0773135578676323
2015-12-01,2015,12,13,1520807,13,6.969983699443783,7.666982069388161,6.272985329499405
2016-01-01,2016,1,13,1520807,13,9.468657101131175,10.415522811244294,8.521791391018057
2016-02-01,2016,2,13,1520807,13,21.699005856758944,23.86890644243484,19.52910527108305
2016-03-01,2016,3,13,1520807,13,29.65530800423722,32.62083880466095,26.689777203813502
2016-04-01,2016,4,13,1520807,13,39.7815107373914,43.759661811130535,35.80335966365226
2016-05-01,2016,5,13,1520807,13,21.238723914342845,23.36259630577713,19.114851522908562
2016-06-01,2016,6,13,1520807,13,13.479685456471467,14.827654002118614,12.131716910824318
2016-07-01,2016,7,13,1520807,13,8.153565837085178,8.968922420793698,7.338209253376662
2016-08-01,2016,8,13,1520807,13,4.602819424160988,5.063101366577087,4.142537481744889
2016-09-01,2016,9,13,1520807,13,3.5507464129241906,3.9058210542166103,3.1956717716317717
2016-10-01,2016,10,13,1520807,13,3.94527379213799,4.339801171351789,3.5507464129241906
2016-11-01,2016,11,13,1520807,13,4.668573987363287,5.135431386099618,4.201716588626959
2016-12-01,2016,12,13,1520807,13,4.339801171351789,4.773781288486968,3.90582105421661
2017-01-01,2017,1,13,1520807,13,10.126202733154175,11.138823006469591,9.113582459838756
2017-02-01,2017,2,13,1520807,13,12.493367008436968,13.742703709280667,11.24403030759327
2017-03-01,2017,3,13,1520807,13,14.926285846922061,16.41891443161427,13.433657262229858
2017-04-01,2017,4,13,1520807,13,14.531758467708263,15.984934314479089,13.078582620937437
2017-05-01,2017,5,13,1520807,13,6.378192630623084,7.016011893685393,5.7403733675607755
2017-06-01,2017,6,13,1520807,13,4.01102835534029,4.4121311908743195,3.6099255198062608
2017-07-01,2017,7,13,1520807,13,4.274046608149489,4.701451268964438,3.84664194733454
2017-08-01,2017,8,13,1520807,13,6.246683504218484,6.871351854640333,5.622015153796635
2017-09-01,2017,9,13,1520807,13,5.852156125004685,6.437371737505154,5.266940512504217
2017-10-01,2017,10,13,1520807,13,2.4329188384850937,2.6762107223336034,2.1896269546365845
2017-11-01,2017,11,13,1520807,13,3.3534827233172915,3.6888309956490204,3.018134450985562
2017-12-01,2017,12,13,1520807,13,3.090464470508092,3.3995109175589016,2.781418023457283
2018-01-01,2018,1,13,1520807,13,4.471310297756388,4.918441327532028,4.02417926798075
2018-02-01,2018,2,13,1520807,13,5.720646998600086,6.292711698460094,5.1485822987400764
2018-03-01,2018,3,13,1520807,13,5.983665251409285,6.582031776550213,5.385298726268356
2018-04-01,2018,4,13,1520807,13,6.312438067420784,6.943681874162863,5.681194260678706
2018-05-01,2018,5,13,1520807,13,4.339801171351789,4.773781288486968,3.90582105421661
2018-06-01,2018,6,13,1520807,13,3.221973596912692,3.544170956603961,2.8997762372214226
2018-07-01,2018,7,13,1520807,13,3.6822555393287906,4.05048109326167,3.314029985395911
2018-08-01,2018,8,13,1520807,13,2.1699005856758946,2.386890644243484,1.952910527108305
2018-09-01,2018,9,13,1520807,13,2.4329188384850937,2.6762107223336034,2.1896269546365845
2018-10-01,2018,10,13,1520807,13,2.3671642752827937,2.6038807028110735,2.1304478477545143
2018-11-01,2018,11,13,1520807,13,1.972636896068995,2.1699005856758946,1.7753732064620953
2018-12-01,2018,12,13,1520807,13,1.578109516855196,1.7359204685407157,1.4202985651696765
2019-01-01,2019,1,13,1520807,13,4.339801171351789,4.773781288486968,3.90582105421661
2019-02-01,2019,2,13,1520807,13,4.339801171351789,4.773781288486968,3.90582105421661
2019-03-01,2019,3,13,1520807,13,3.94527379213799,4.339801171351789,3.5507464129241906
2019-04-01,2019,4,13,1520807,13,3.6822555393287906,4.05048109326167,3.314029985395911
2019-05-01,2019,5,13,1520807,13,2.6301825280919933,2.8932007809011924,2.3671642752827937
2019-06-01,2019,6,13,1520807,13,1.8411277696643953,2.025240546630835,1.6570149926979556
2019-07-01,2019,7,13,1520807,13,1.512354953652896,1.6635904490181859,1.3611194582876065
2019-08-01,2019,8,13,1520807,13,1.3808458272482964,1.5189304099731262,1.242761244523467
2019-09-01,2019,9,13,1520807,13,2.827446217698893,3.1101908394687827,2.544701595929004
2019-10-01,2019,10,13,1520807,13,13.282421766864568,14.610663943551023,11.95417959017811
2019-11-01,2019,11,13,1520807,13,23.93466100563714,26.328127106200853,21.541194905073425
2019-12-01,2019,12,13,1520807,13,24.657961200862434,27.123757320948684,22.192165080776192
2001-01-01,2001,1,14,195868,14,119.97876120652684,131.97663732717953,107.98088508587415
2001-02-01,2001,2,14,195868,14,41.354381522249675,45.489819674474646,37.21894337002471
2001-03-01,2001,3,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2001-04-01,2001,4,14,195868,14,14.80588968080544,16.286478648885986,13.325300712724896
2001-05-01,2001,5,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2001-06-01,2001,6,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2001-07-01,2001,7,14,195868,14,23.485204321277596,25.833724753405356,21.136683889149833
2001-08-01,2001,8,14,195868,14,27.569587681499783,30.32654644964977,24.812628913349805
2001-09-01,2001,9,14,195868,14,43.39657320236077,47.736230522596856,39.0569158821247
2001-10-01,2001,10,14,195868,14,70.96616088386057,78.06277697224662,63.86954479547451
2001-11-01,2001,11,14,195868,14,78.1138317642494,85.92521494067434,70.30244858782447
2001-12-01,2001,12,14,195868,14,57.69191496313844,63.46110645945229,51.9227234668246
2002-01-01,2002,1,14,195868,14,41.354381522249675,45.489819674474646,37.21894337002471
2002-02-01,2002,2,14,195868,14,28.08013560152756,30.88814916168032,25.272122041374804
2002-03-01,2002,3,14,195868,14,14.80588968080544,16.286478648885986,13.325300712724896
2002-04-01,2002,4,14,195868,14,9.189862560499929,10.108848816549921,8.270876304449935
2002-05-01,2002,5,14,195868,14,9.700410480527703,10.670451528580474,8.730369432474934
2002-06-01,2002,6,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2002-07-01,2002,7,14,195868,14,8.168766720444381,8.98564339248882,7.351890048399943
2002-08-01,2002,8,14,195868,14,6.63712296036106,7.300835256397166,5.9734106643249545
2002-09-01,2002,9,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2002-10-01,2002,10,14,195868,14,19.911368881083177,21.9025057691915,17.920231992974863
2002-11-01,2002,11,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2002-12-01,2002,12,14,195868,14,11.742602160638798,12.916862376702678,10.568341944574916
2003-01-01,2003,1,14,195868,14,20.421916801110953,22.46410848122205,18.379725120999858
2003-02-01,2003,2,14,195868,14,16.848081360916535,18.532889497008192,15.16327322482488
2003-03-01,2003,3,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2003-04-01,2003,4,14,195868,14,0.5105479200277738,0.5616027120305512,0.4594931280249964
2003-05-01,2003,5,14,195868,14,6.126575040333286,6.739232544366615,5.5139175362999575
2003-06-01,2003,6,14,195868,14,14.80588968080544,16.286478648885986,13.325300712724896
2003-07-01,2003,7,14,195868,14,95.47246104519371,105.01970714971308,85.92521494067434
2003-08-01,2003,8,14,195868,14,188.39218249024853,207.2314007392734,169.5529642412237
2003-09-01,2003,9,14,195868,14,204.2191680111095,224.64108481222053,183.79725120999856
2003-10-01,2003,10,14,195868,14,93.43026936508261,102.77329630159088,84.08724242857436
2003-11-01,2003,11,14,195868,14,32.675066881777525,35.94257356995528,29.40756019359977
2003-12-01,2003,12,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2004-01-01,2004,1,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2004-02-01,2004,2,14,195868,14,9.189862560499929,10.108848816549921,8.270876304449935
2004-03-01,2004,3,14,195868,14,6.126575040333286,6.739232544366615,5.5139175362999575
2004-04-01,2004,4,14,195868,14,3.063287520166643,3.3696162721833076,2.7569587681499788
2004-05-01,2004,5,14,195868,14,5.105479200277738,5.616027120305512,4.5949312802499644
2004-06-01,2004,6,14,195868,14,3.063287520166643,3.3696162721833076,2.7569587681499788
2004-07-01,2004,7,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2004-08-01,2004,8,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2004-09-01,2004,9,14,195868,14,9.700410480527703,10.670451528580474,8.730369432474934
2004-10-01,2004,10,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2004-11-01,2004,11,14,195868,14,16.848081360916535,18.532889497008192,15.16327322482488
2004-12-01,2004,12,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2005-01-01,2005,1,14,195868,14,14.295341760777667,15.724875936855437,12.865807584699898
2005-02-01,2005,2,14,195868,14,23.995752241305368,26.39532746543591,21.596177017174835
2005-03-01,2005,3,14,195868,14,34.206710641860845,37.62738170604693,30.78603957767476
2005-04-01,2005,4,14,195868,14,27.059039761472015,29.764943737619216,24.353135785324813
2005-05-01,2005,5,14,195868,14,50.54424408274961,55.59866849102457,45.489819674474646
2005-06-01,2005,6,14,195868,14,120.9998570465824,133.09984275124066,108.89987134192415
2005-07-01,2005,7,14,195868,14,53.60753160291625,58.968284763207876,48.246778442624624
2005-08-01,2005,8,14,195868,14,18.89027304102763,20.779300345130395,17.00124573692487
2005-09-01,2005,9,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2005-10-01,2005,10,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2005-11-01,2005,11,14,195868,14,13.27424592072212,14.601670512794332,11.946821328649909
2005-12-01,2005,12,14,195868,14,3.573835440194417,3.931218984213859,3.2164518961749744
2006-01-01,2006,1,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2006-02-01,2006,2,14,195868,14,1.5316437600833215,1.6848081360916538,1.3784793840749894
2006-03-01,2006,3,14,195868,14,0.5105479200277738,0.5616027120305512,0.4594931280249964
2006-04-01,2006,4,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2006-05-01,2006,5,14,195868,14,9.700410480527703,10.670451528580474,8.730369432474934
2006-06-01,2006,6,14,195868,14,10.72150632058325,11.793656952641575,9.649355688524926
2006-07-01,2006,7,14,195868,14,13.27424592072212,14.601670512794332,11.946821328649909
2006-08-01,2006,8,14,195868,14,23.995752241305368,26.39532746543591,21.596177017174835
2006-09-01,2006,9,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2006-10-01,2006,10,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2006-11-01,2006,11,14,195868,14,20.932464721138725,23.0257111932526,18.839218249024853
2006-12-01,2006,12,14,195868,14,25.527396001388688,28.080135601527566,22.97465640124982
2007-01-01,2007,1,14,195868,14,22.97465640124982,25.27212204137481,20.677190761124837
2007-02-01,2007,2,14,195868,14,8.168766720444381,8.98564339248882,7.351890048399943
2007-03-01,2007,3,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2007-04-01,2007,4,14,195868,14,7.658218800416607,8.424040680458267,6.892396920374946
2007-05-01,2007,5,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2007-06-01,2007,6,14,195868,14,6.63712296036106,7.300835256397166,5.9734106643249545
2007-07-01,2007,7,14,195868,14,26.037943921416463,28.64173831355811,23.434149529274816
2007-08-01,2007,8,14,195868,14,15.826985520860987,17.409684072947087,14.24428696877489
2007-09-01,2007,9,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2007-10-01,2007,10,14,195868,14,12.253150080666572,13.47846508873323,11.027835072599915
2007-11-01,2007,11,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2007-12-01,2007,12,14,195868,14,15.826985520860987,17.409684072947087,14.24428696877489
2008-01-01,2008,1,14,195868,14,13.27424592072212,14.601670512794332,11.946821328649909
2008-02-01,2008,2,14,195868,14,32.675066881777525,35.94257356995528,29.40756019359977
2008-03-01,2008,3,14,195868,14,57.69191496313844,63.46110645945229,51.9227234668246
2008-04-01,2008,4,14,195868,14,79.13492760430495,87.04842036473543,71.22143484387445
2008-05-01,2008,5,14,195868,14,112.83109032613802,124.11419935875183,101.5479812935242
2008-06-01,2008,6,14,195868,14,84.24040680458269,92.66444748504097,75.81636612412441
2008-07-01,2008,7,14,195868,14,144.99560928788776,159.49517021667654,130.496048359099
2008-08-01,2008,8,14,195868,14,87.81424224477709,96.59566646925481,79.03281802029939
2008-09-01,2008,9,14,195868,14,67.90287336369391,74.69316070006332,61.112586027324525
2008-10-01,2008,10,14,195868,14,38.80164192211081,42.681806114321894,34.921477729899735
2008-11-01,2008,11,14,195868,14,45.94931280249964,50.54424408274962,41.354381522249675
2008-12-01,2008,12,14,195868,14,29.61177936161088,32.57295729777197,26.650601425449793
2009-01-01,2009,1,14,195868,14,82.19821512447159,90.41803663691876,73.97839361202443
2009-02-01,2009,2,14,195868,14,97.5146527253048,107.2661179978353,87.76318745277432
2009-03-01,2009,3,14,195868,14,92.91972144505483,102.21169358956033,83.62774930054935
2009-04-01,2009,4,14,195868,14,48.50205240263851,53.352257642902366,43.651847162374665
2009-05-01,2009,5,14,195868,14,31.143423121694198,34.257765433863625,28.029080809524782
2009-06-01,2009,6,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2009-07-01,2009,7,14,195868,14,27.059039761472015,29.764943737619216,24.353135785324813
2009-08-01,2009,8,14,195868,14,29.10123144158311,32.01135458574142,26.1911082974248
2009-09-01,2009,9,14,195868,14,19.400820961055405,21.340903057160947,17.460738864949867
2009-10-01,2009,10,14,195868,14,15.826985520860987,17.409684072947087,14.24428696877489
2009-11-01,2009,11,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2009-12-01,2009,12,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2010-01-01,2010,1,14,195868,14,22.97465640124982,25.27212204137481,20.677190761124837
2010-02-01,2010,2,14,195868,14,58.71301080319399,64.5843118835134,52.84170972287459
2010-03-01,2010,3,14,195868,14,83.7298588845549,92.1028447730104,75.35687299609941
2010-04-01,2010,4,14,195868,14,171.544101129332,188.6985112422652,154.3896910163988
2010-05-01,2010,5,14,195868,14,251.70012457369248,276.8701370310618,226.5301121163232
2010-06-01,2010,6,14,195868,14,339.0038188984418,372.904200788286,305.10343700859767
2010-07-01,2010,7,14,195868,14,110.27835072599913,121.30618579859907,99.25051565339922
2010-08-01,2010,8,14,195868,14,102.10958400555475,112.32054240611026,91.89862560499928
2010-09-01,2010,9,14,195868,14,42.375477362305226,46.61302509853575,38.13792962607471
2010-10-01,2010,10,14,195868,14,16.848081360916535,18.532889497008192,15.16327322482488
2010-11-01,2010,11,14,195868,14,22.46410848122205,24.710519329344258,20.217697633099842
2010-12-01,2010,12,14,195868,14,26.037943921416463,28.64173831355811,23.434149529274816
2011-01-01,2011,1,14,195868,14,26.037943921416463,28.64173831355811,23.434149529274816
2011-02-01,2011,2,14,195868,14,19.400820961055405,21.340903057160947,17.460738864949867
2011-03-01,2011,3,14,195868,14,19.400820961055405,21.340903057160947,17.460738864949867
2011-04-01,2011,4,14,195868,14,10.72150632058325,11.793656952641575,9.649355688524926
2011-05-01,2011,5,14,195868,14,13.27424592072212,14.601670512794332,11.946821328649909
2011-06-01,2011,6,14,195868,14,14.295341760777667,15.724875936855437,12.865807584699898
2011-07-01,2011,7,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2011-08-01,2011,8,14,195868,14,16.337533440888762,17.97128678497764,14.703780096799886
2011-09-01,2011,9,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2011-10-01,2011,10,14,195868,14,10.72150632058325,11.793656952641575,9.649355688524926
2011-11-01,2011,11,14,195868,14,5.105479200277738,5.616027120305512,4.5949312802499644
2011-12-01,2011,12,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2012-01-01,2012,1,14,195868,14,14.295341760777667,15.724875936855437,12.865807584699898
2012-02-01,2012,2,14,195868,14,13.784793840749892,15.163273224824884,12.406314456674902
2012-03-01,2012,3,14,195868,14,49.523148242694056,54.475463066963464,44.570833418424655
2012-04-01,2012,4,14,195868,14,26.037943921416463,28.64173831355811,23.434149529274816
2012-05-01,2012,5,14,195868,14,43.907121122388546,48.297833234627404,39.516409010149694
2012-06-01,2012,6,14,195868,14,34.206710641860845,37.62738170604693,30.78603957767476
2012-07-01,2012,7,14,195868,14,23.485204321277596,25.833724753405356,21.136683889149833
2012-08-01,2012,8,14,195868,14,40.843833602221906,44.9282169624441,36.759450241999716
2012-09-01,2012,9,14,195868,14,14.80588968080544,16.286478648885986,13.325300712724896
2012-10-01,2012,10,14,195868,14,9.189862560499929,10.108848816549921,8.270876304449935
2012-11-01,2012,11,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2012-12-01,2012,12,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2013-01-01,2013,1,14,195868,14,7.147670880388834,7.862437968427718,6.432903792349949
2013-02-01,2013,2,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2013-03-01,2013,3,14,195868,14,8.679314640472155,9.547246104519372,7.81138317642494
2013-04-01,2013,4,14,195868,14,7.147670880388834,7.862437968427718,6.432903792349949
2013-05-01,2013,5,14,195868,14,21.4430126411665,23.58731390528315,19.29871137704985
2013-06-01,2013,6,14,195868,14,22.46410848122205,24.710519329344258,20.217697633099842
2013-07-01,2013,7,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2013-08-01,2013,8,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2013-09-01,2013,9,14,195868,14,25.527396001388688,28.080135601527566,22.97465640124982
2013-10-01,2013,10,14,195868,14,19.911368881083177,21.9025057691915,17.920231992974863
2013-11-01,2013,11,14,195868,14,12.253150080666572,13.47846508873323,11.027835072599915
2013-12-01,2013,12,14,195868,14,10.72150632058325,11.793656952641575,9.649355688524926
2014-01-01,2014,1,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2014-02-01,2014,2,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2014-03-01,2014,3,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2014-04-01,2014,4,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2014-05-01,2014,5,14,195868,14,25.01684808136092,27.518532889497013,22.515163273224825
2014-06-01,2014,6,14,195868,14,31.143423121694198,34.257765433863625,28.029080809524782
2014-07-01,2014,7,14,195868,14,27.569587681499783,30.32654644964977,24.812628913349805
2014-08-01,2014,8,14,195868,14,23.995752241305368,26.39532746543591,21.596177017174835
2014-09-01,2014,9,14,195868,14,20.421916801110953,22.46410848122205,18.379725120999858
2014-10-01,2014,10,14,195868,14,13.27424592072212,14.601670512794332,11.946821328649909
2014-11-01,2014,11,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2014-12-01,2014,12,14,195868,14,17.869177200972082,19.65609492106929,16.082259480874875
2015-01-01,2015,1,14,195868,14,21.4430126411665,23.58731390528315,19.29871137704985
2015-02-01,2015,2,14,195868,14,12.253150080666572,13.47846508873323,11.027835072599915
2015-03-01,2015,3,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2015-04-01,2015,4,14,195868,14,17.35862928094431,19.094492209038744,15.62276635284988
2015-05-01,2015,5,14,195868,14,15.316437600833215,16.848081360916535,13.784793840749892
2015-06-01,2015,6,14,195868,14,19.911368881083177,21.9025057691915,17.920231992974863
2015-07-01,2015,7,14,195868,14,23.485204321277596,25.833724753405356,21.136683889149833
2015-08-01,2015,8,14,195868,14,30.122327281638654,33.13456000980252,27.11009455347479
2015-09-01,2015,9,14,195868,14,19.400820961055405,21.340903057160947,17.460738864949867
2015-10-01,2015,10,14,195868,14,8.168766720444381,8.98564339248882,7.351890048399943
2015-11-01,2015,11,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2015-12-01,2015,12,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2016-01-01,2016,1,14,195868,14,3.573835440194417,3.931218984213859,3.2164518961749744
2016-02-01,2016,2,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2016-03-01,2016,3,14,195868,14,9.700410480527703,10.670451528580474,8.730369432474934
2016-04-01,2016,4,14,195868,14,1.5316437600833215,1.6848081360916538,1.3784793840749894
2016-05-01,2016,5,14,195868,14,1.0210958400555477,1.1232054240611025,0.9189862560499928
2016-06-01,2016,6,14,195868,14,3.063287520166643,3.3696162721833076,2.7569587681499788
2016-07-01,2016,7,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2016-08-01,2016,8,14,195868,14,5.105479200277738,5.616027120305512,4.5949312802499644
2016-09-01,2016,9,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2016-10-01,2016,10,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2016-11-01,2016,11,14,195868,14,1.0210958400555477,1.1232054240611025,0.9189862560499928
2016-12-01,2016,12,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2017-01-01,2017,1,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2017-02-01,2017,2,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2017-03-01,2017,3,14,195868,14,7.147670880388834,7.862437968427718,6.432903792349949
2017-04-01,2017,4,14,195868,14,10.210958400555477,11.232054240611024,9.189862560499929
2017-05-01,2017,5,14,195868,14,18.379725120999858,20.217697633099842,16.54175260889987
2017-06-01,2017,6,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2017-07-01,2017,7,14,195868,14,11.232054240611024,12.355259664672129,10.108848816549921
2017-08-01,2017,8,14,195868,14,7.658218800416607,8.424040680458267,6.892396920374946
2017-09-01,2017,9,14,195868,14,4.084383360222191,4.49282169624441,3.6759450241999714
2017-10-01,2017,10,14,195868,14,4.5949312802499644,5.0544244082749605,4.1354381522249675
2017-11-01,2017,11,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2017-12-01,2017,12,14,195868,14,0.0,0.0,0.0
2018-01-01,2018,1,14,195868,14,0.0,0.0,0.0
2018-02-01,2018,2,14,195868,14,0.0,0.0,0.0
2018-03-01,2018,3,14,195868,14,0.5105479200277738,0.5616027120305512,0.4594931280249964
2018-04-01,2018,4,14,195868,14,0.5105479200277738,0.5616027120305512,0.4594931280249964
2018-05-01,2018,5,14,195868,14,0.5105479200277738,0.5616027120305512,0.4594931280249964
2018-06-01,2018,6,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2018-07-01,2018,7,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2018-08-01,2018,8,14,195868,14,8.168766720444381,8.98564339248882,7.351890048399943
2018-09-01,2018,9,14,195868,14,2.0421916801110953,2.246410848122205,1.8379725120999857
2018-10-01,2018,10,14,195868,14,8.168766720444381,8.98564339248882,7.351890048399943
2018-11-01,2018,11,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2018-12-01,2018,12,14,195868,14,2.552739600138869,2.808013560152756,2.2974656401249822
2019-01-01,2019,1,14,195868,14,11.742602160638798,12.916862376702678,10.568341944574916
2019-02-01,2019,2,14,195868,14,6.126575040333286,6.739232544366615,5.5139175362999575
2019-03-01,2019,3,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2019-04-01,2019,4,14,195868,14,9.189862560499929,10.108848816549921,8.270876304449935
2019-05-01,2019,5,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2019-06-01,2019,6,14,195868,14,12.763698000694344,14.040067800763783,11.48732820062491
2019-07-01,2019,7,14,195868,14,14.80588968080544,16.286478648885986,13.325300712724896
2019-08-01,2019,8,14,195868,14,17.35862928094431,19.094492209038744,15.62276635284988
2019-09-01,2019,9,14,195868,14,40.843833602221906,44.9282169624441,36.759450241999716
2019-10-01,2019,10,14,195868,14,74.0294484040272,81.43239324442992,66.62650356362448
2019-11-01,2019,11,14,195868,14,111.80999448608246,122.9909939346907,100.62899503747421
2019-12-01,2019,12,14,195868,14,54.11807952294403,59.52988747523843,48.706271570649626
2001-01-01,2001,1,15,3141578,15,23.109405528049916,25.42034608085491,20.798464975244926
2001-02-01,2001,2,15,3141578,15,35.81002922735008,39.39103215008509,32.22902630461507
2001-03-01,2001,3,15,3141578,15,39.91624591208622,43.907870503294845,35.9246213208776
2001-04-01,2001,4,15,3141578,15,26.769986293512368,29.446984922863603,24.092987664161132
2001-05-01,2001,5,15,3141578,15,12.000338683298649,13.200372551628515,10.800304814968785
2001-06-01,2001,6,15,3141578,15,3.756074176735386,4.131681594408924,3.380466759061847
2001-07-01,2001,7,15,3141578,15,1.7188814029128034,1.8907695432040843,1.5469932626215233
2001-08-01,2001,8,15,3141578,15,1.5278945803669366,1.6806840384036303,1.375105122330243
2001-09-01,2001,9,15,3141578,15,2.928464612369962,3.2213110736069583,2.6356181511329653
2001-10-01,2001,10,15,3141578,15,4.424528055645921,4.8669808612105125,3.982075250081329
2001-11-01,2001,11,15,3141578,15,7.38482380510686,8.123306185617547,6.646341424596174
2001-12-01,2001,12,15,3141578,15,4.901995112010589,5.3921946232116476,4.411795600809529
2002-01-01,2002,1,15,3141578,15,18.62121519822204,20.483336718044242,16.759093678399836
2002-02-01,2002,2,15,3141578,15,22.79109415714014,25.070203572854155,20.511984741426122
2002-03-01,2002,3,15,3141578,15,25.68772763241912,28.256500395661035,23.118954869177212
2002-04-01,2002,4,15,3141578,15,12.350481191299403,13.585529310429346,11.115433072169463
2002-05-01,2002,5,15,3141578,15,4.360865781463965,4.796952359610362,3.9247792033175686
2002-06-01,2002,6,15,3141578,15,2.1645173221864935,2.3809690544051434,1.9480655899678443
2002-07-01,2002,7,15,3141578,15,1.7188814029128034,1.8907695432040843,1.5469932626215233
2002-08-01,2002,8,15,3141578,15,1.9098682254586707,2.100855048004538,1.7188814029128034
2002-09-01,2002,9,15,3141578,15,1.9735304996406264,2.170883549604689,1.7761774496765639
