Date,Year,Month,CD_UF,PopTotal_UF,state_index,pred.mean,pred.uci,pred.lci
2010-04-01,2010,4,16,669526,16,30.021238906330744,33.02336279696382,27.019115015697672
2010-05-01,2010,5,16,669526,16,43.01550649265301,47.31705714191831,38.71395584338771
2010-06-01,2010,6,16,669526,16,36.144974205632046,39.75947162619526,32.53047678506884
2010-07-01,2010,7,16,669526,16,43.31422528774088,47.645647816514966,38.98280275896679
2010-08-01,2010,8,16,669526,16,71.39379202600048,78.53317122860055,64.25441282340043
2010-09-01,2010,9,16,669526,16,53.321304923184464,58.65343541550292,47.98917443086602
2010-10-01,2010,10,16,669526,16,48.84052299686643,53.7245752965531,43.956470697179796
2010-11-01,2010,11,16,669526,16,30.17059830387468,33.18765813426216,27.153538473487217
2010-12-01,2010,12,16,669526,16,15.08529915193734,16.59382906713108,13.576769236743608
2011-01-01,2011,1,16,669526,16,90.21307611653617,99.2343837281898,81.19176850488256
2011-02-01,2011,2,16,669526,16,106.0451722561932,116.64968948181252,95.44065503057386
2011-03-01,2011,3,16,669526,16,79.16048069828506,87.07652876811356,71.24443262845655
2011-04-01,2011,4,16,669526,16,46.74949143125136,51.424440574376504,42.074542288126224
2011-05-01,2011,5,16,669526,16,25.092378787380923,27.601616666119018,22.583140908642836
2011-06-01,2011,6,16,669526,16,17.325690115096354,19.05825912660599,15.593121103586716
2011-07-01,2011,7,16,669526,16,6.123735299301297,6.736108829231426,5.511361769371167
2011-08-01,2011,8,16,669526,16,10.30579843053145,11.336378273584597,9.275218587478307
2011-09-01,2011,9,16,669526,16,10.903236020707187,11.993559622777907,9.812912418636468
2011-10-01,2011,10,16,669526,16,9.55900144281178,10.51490158709296,8.603101298530603
2011-11-01,2011,11,16,669526,16,1.4935939754393406,1.6429533729832748,1.3442345778954066
2011-12-01,2011,12,16,669526,16,10.007079635443583,11.00778759898794,9.006371671899224
2012-01-01,2012,1,16,669526,16,5.5262977091255605,6.078927480038117,4.973667938213005
2012-02-01,2012,2,16,669526,16,7.467969877196703,8.214766864916374,6.721172889477033
2012-03-01,2012,3,16,669526,16,5.5262977091255605,6.078927480038117,4.973667938213005
2012-04-01,2012,4,16,669526,16,6.571813491933099,7.2289948411264096,5.914632142739789
2012-05-01,2012,5,16,669526,16,8.662845057548177,9.529129563302995,7.796560551793358
2012-06-01,2012,6,16,669526,16,8.662845057548177,9.529129563302995,7.796560551793358
2012-07-01,2012,7,16,669526,16,14.63722095930554,16.100943055236094,13.173498863374984
2012-08-01,2012,8,16,669526,16,40.47639673440614,44.52403640784675,36.42875706096552
2012-09-01,2012,9,16,669526,16,51.37963275511332,56.51759603062465,46.241669479601995
2012-10-01,2012,10,16,669526,16,39.430880951598596,43.373969046758454,35.48779285643874
2012-11-01,2012,11,16,669526,16,30.319957701418613,33.35195347156048,27.287961931276758
2012-12-01,2012,12,16,669526,16,11.35131421333899,12.486445634672888,10.216182792005092
2013-01-01,2013,1,16,669526,16,41.2231937221258,45.345513094338386,37.10087434991323
2013-02-01,2013,2,16,669526,16,34.352661435104835,37.787927578615324,30.917395291594353
2013-03-01,2013,3,16,669526,16,60.639915402837225,66.70390694312096,54.575923862553516
2013-04-01,2013,4,16,669526,16,57.503368054414615,63.25370485985609,51.75303124897316
2013-05-01,2013,5,16,669526,16,20.760956258606836,22.83705188446752,18.684860632746155
2013-06-01,2013,6,16,669526,16,6.721172889477033,7.393290178424737,6.0490556005293294
2013-07-01,2013,7,16,669526,16,5.825016504213428,6.407518154634772,5.242514853792086
2013-08-01,2013,8,16,669526,16,8.662845057548177,9.529129563302995,7.796560551793358
2013-09-01,2013,9,16,669526,16,4.9288601189498245,5.421746130844807,4.435974107054842
2013-10-01,2013,10,16,669526,16,4.9288601189498245,5.421746130844807,4.435974107054842
2013-11-01,2013,11,16,669526,16,4.331422528774088,4.764564781651497,3.898280275896679
2013-12-01,2013,12,16,669526,16,2.091031565615077,2.3001347221765847,1.8819284090535693
2014-01-01,2014,1,16,669526,16,4.331422528774088,4.764564781651497,3.898280275896679
2014-02-01,2014,2,16,669526,16,4.182063131230154,4.600269444353169,3.7638568181071386
2014-03-01,2014,3,16,669526,16,15.234658549481274,16.758124404429402,13.711192694533148
2014-04-01,2014,4,16,669526,16,39.430880951598596,43.373969046758454,35.48779285643874
2014-05-01,2014,5,16,669526,16,72.73802660389589,80.01182926428548,65.4642239435063
2014-06-01,2014,6,16,669526,16,25.39109758246879,27.930207340715675,22.85198782422191
2014-07-01,2014,7,16,669526,16,13.442345778954065,14.786580356849473,12.098111201058659
2014-08-01,2014,8,16,669526,16,8.513485660004243,9.364834226004666,7.662137094003818
2014-09-01,2014,9,16,669526,16,22.254550234046174,24.480005257450795,20.029095210641557
2014-10-01,2014,10,16,669526,16,69.00404166529754,75.9044458318273,62.10363749876779
2014-11-01,2014,11,16,669526,16,42.41806890247727,46.65987579272501,38.17626201222955
2014-12-01,2014,12,16,669526,16,12.247470598602593,13.472217658462853,11.022723538742333
2015-01-01,2015,1,16,669526,16,62.2828687758205,68.51115565340257,56.05458189823846
2015-02-01,2015,2,16,669526,16,83.93998141969094,92.33397956166004,75.54598327772185
2015-03-01,2015,3,16,669526,16,116.2016112891807,127.82177241809879,104.58145016026263
2015-04-01,2015,4,16,669526,16,65.71813491933098,72.28994841126409,59.14632142739789
2015-05-01,2015,5,16,669526,16,44.95717866072415,49.45289652679658,40.46146079465174
2015-06-01,2015,6,16,669526,16,27.93020734071567,30.723228074787237,25.137186606644107
2015-07-01,2015,7,16,669526,16,21.806472041414374,23.987119245555814,19.625824837272937
2015-08-01,2015,8,16,669526,16,21.806472041414374,23.987119245555814,19.625824837272937
2015-09-01,2015,9,16,669526,16,18.221846500359955,20.044031150395952,16.399661850323962
2015-10-01,2015,10,16,669526,16,14.63722095930554,16.100943055236094,13.173498863374984
2015-11-01,2015,11,16,669526,16,14.935939754393406,16.429533729832748,13.442345778954065
2015-12-01,2015,12,16,669526,16,14.487861561761605,15.936647717937763,13.039075405585443
